Gene_ID,Public_Name,Class,Targets,
WBGene00020224,T05A7.7,unk,WBGene00020224,
WBGene00020225,sre-40,unk,WBGene00020225,
WBGene00020227,T05A8.1,unk,WBGene00020227,
WBGene00020228,T05A8.2,unk,WBGene00020228,
WBGene00020229,T05A8.3,unk,WBGene00020229,
WBGene00020230,nep-2,unk,WBGene00020230,
WBGene00020231,T05A8.5,unk,WBGene00020231,
WBGene00020232,T05A8.6,unk,WBGene00020232,
WBGene00020233,T05A8.7,unk,WBGene00020233,
WBGene00020234,T05A12.3,CSR,WBGene00020234,
WBGene00020235,T05A12.4,WAGO,WBGene00020235,
WBGene00020236,lgc-1,unk,WBGene00020236,
WBGene00020237,phat-4,unk,WBGene00020237,
WBGene00020238,T05B4.4,unk,WBGene00020238,
WBGene00020239,T05B4.8,unk,WBGene00020239,
WBGene00020240,T05B4.9,unk,WBGene00020240,
WBGene00020241,T05B4.10,unk,WBGene00020241,
WBGene00020242,phat-5,unk,WBGene00020242,
WBGene00020243,T05B4.12,unk,WBGene00020243,
WBGene00020244,T05B4.13,unk,WBGene00020244,
WBGene00020245,T05B11.1,unk,WBGene00020245,
WBGene00020246,clic-1,ALG,WBGene00020246,
WBGene00020247,T05B11.4,unk,WBGene00020247,
WBGene00020248,T05C1.1,unk,WBGene00020248,
WBGene00020249,T05C1.2,unk,WBGene00020249,
WBGene00020250,T05C1.3,unk,WBGene00020250,
WBGene00020251,camt-1,CSR,WBGene00020251,
WBGene00020252,T05C1.5,unk,WBGene00020252,
WBGene00020254,T05C3.2,unk,WBGene00020254,
WBGene00020255,T05C3.3,WAGO,WBGene00020255,
WBGene00020256,T05C3.6,unk,WBGene00020256,
WBGene00020258,T05E7.1,unk,WBGene00020258,
WBGene00020259,T05E7.3,CSR,WBGene00020259,
WBGene00020260,T05E7.4,unk,WBGene00020260,
WBGene00020261,vet-1,unk,WBGene00020261,
WBGene00020262,ferl-1,unk,WBGene00020262,
WBGene00020263,let-355,CSR,WBGene00020263,
WBGene00020264,acl-8,unk,WBGene00020264,
WBGene00020265,fbxa-196,unk,WBGene00020265,
WBGene00020266,T05H4.3,unk,WBGene00020266,
WBGene00020267,T05H4.4,unk,WBGene00020267,
WBGene00020268,hpo-19,unk,WBGene00020268,
WBGene00020269,erfa-1,CSR,WBGene00020269,
WBGene00020270,T05H4.7,unk,WBGene00020270,
WBGene00020271,T05H4.8,unk,WBGene00020271,
WBGene00020272,T05H4.9,WAGO,WBGene00020272,
WBGene00020273,T05H4.10,WAGO,WBGene00020273,
WBGene00020274,T05H4.11,CSR,WBGene00020274,
WBGene00020275,atp-4,ALG,WBGene00020275,
WBGene00020276,T05H4.15,unk,WBGene00020276,
WBGene00020277,T06A1.1,unk,WBGene00020277,
WBGene00020279,glb-25,unk,WBGene00020279,
WBGene00020280,T06A1.5,unk,WBGene00020280,
WBGene00020281,T06A4.1,unk,WBGene00020281,
WBGene00020282,mps-3,ALG,WBGene00020282,
WBGene00020283,T06A4.3,unk,WBGene00020283,
WBGene00020284,mel-46,CSR,WBGene00020284,
WBGene00020285,T06A10.2,unk,WBGene00020285,
WBGene00020286,gtsf-1,unk,WBGene00020286,
WBGene00020287,lsy-13,CSR,WBGene00020287,
WBGene00020288,srt-73,unk,WBGene00020288,
WBGene00020289,T06C10.3,ALG,WBGene00020289,
WBGene00020290,T06D4.1,unk,WBGene00020290,
WBGene00020291,T06D4.2,unk,WBGene00020291,
WBGene00020292,nep-19,unk,WBGene00020292,
WBGene00020293,nep-20,unk,WBGene00020293,
WBGene00020294,T06F4.1,unk,WBGene00020294,
WBGene00020295,pqbp-1.2,unk,WBGene00020295,
WBGene00020296,rrp-8,CSR,WBGene00020296,
WBGene00020297,nog-1,CSR,WBGene00020297,
WBGene00020298,T07A9.10,CSR,WBGene00020298,
WBGene00020299,T07A9.12,unk,WBGene00020299,
WBGene00020300,ssna-1,CSR,WBGene00020300,
WBGene00020301,T07D1.2,unk,WBGene00020301,
WBGene00020302,T07D1.3,unk,WBGene00020302,
WBGene00020304,fbxa-200,unk,WBGene00020304,
WBGene00020305,T07D3.2,unk,WBGene00020305,
WBGene00020306,T07D3.3,WAGO,WBGene00020306,
WBGene00020307,T07D3.4,unk,WBGene00020307,
WBGene00020308,T07D3.5,unk,WBGene00020308,
WBGene00020309,T07D3.6,unk,WBGene00020309,
WBGene00020310,T07D3.8,WAGO,WBGene00020310,
WBGene00020311,T07D3.9,unk,WBGene00020311,
WBGene00020312,T07E3.1,unk,WBGene00020312,
WBGene00020313,T07E3.2,WAGO,WBGene00020313,
WBGene00020314,T07E3.3,CSR,WBGene00020314,
WBGene00020315,T07E3.4,unk,WBGene00020315,
WBGene00020316,brc-2,CSR,WBGene00020316,
WBGene00020317,pdf-1,unk,WBGene00020317,
WBGene00020318,T07F8.1,WAGO,WBGene00020318,
WBGene00020319,npr-31,unk,WBGene00020319,
WBGene00020320,T07F8.4,CSR,WBGene00020320,
WBGene00020321,T07F12.1,unk,WBGene00020321,
WBGene00020322,T07F12.2,unk,WBGene00020322,
WBGene00020323,arrd-23,unk,WBGene00020323,
WBGene00020324,T07F12.4,unk,WBGene00020324,
WBGene00020325,bath-46,unk,WBGene00020325,
WBGene00020326,math-38,unk,WBGene00020326,
WBGene00020327,clec-21,unk,WBGene00020327,
WBGene00020328,clec-20,unk,WBGene00020328,
WBGene00020329,bath-26,unk,WBGene00020329,
WBGene00020330,cest-16,unk,WBGene00020330,
WBGene00020333,sre-12,unk,WBGene00020333,
WBGene00020334,epg-7,unk,WBGene00020334,
WBGene00020335,ttr-30,unk,WBGene00020335,
WBGene00020338,T08A9.6,unk,WBGene00020338,
WBGene00020339,ttr-59,unk,WBGene00020339,
WBGene00020340,T08B1.1,unk,WBGene00020340,
WBGene00020341,T08B1.4,unk,WBGene00020341,
WBGene00020342,fbxa-201,unk,WBGene00020342,
WBGene00020343,acs-3,unk,WBGene00020343,
WBGene00020345,T08B2.4,WAGO,WBGene00020345,
WBGene00020346,rbm-5,CSR,WBGene00020346,
WBGene00020347,ech-1.2,unk,WBGene00020347,
WBGene00020348,mrpl-23,CSR,WBGene00020348,
WBGene00020349,T08B2.11,ALG,WBGene00020349,
WBGene00020350,T08B2.12,ALG,WBGene00020350,
WBGene00020351,T08B6.1,unk,WBGene00020351,
WBGene00020352,T08B6.2,ERGO,WBGene00020352,
WBGene00020353,T08B6.4,ALG,WBGene00020353,
WBGene00020354,sgnh-1,unk,WBGene00020354,
WBGene00020356,T08B6.9,unk,WBGene00020356,
WBGene00020357,T08E11.1,unk,WBGene00020357,
WBGene00020358,math-39,unk,WBGene00020358,
WBGene00020359,math-40,unk,WBGene00020359,
WBGene00020360,math-41,WAGO,WBGene00020360,
WBGene00020361,fbxc-19,unk,WBGene00020361,
WBGene00020362,fbxb-10,unk,WBGene00020362,
WBGene00020363,fbxa-3,unk,WBGene00020363,
WBGene00020364,T08E11.8,unk,WBGene00020364,
WBGene00020365,T08G2.2,unk,WBGene00020365,
WBGene00020366,acdh-10,unk,WBGene00020366,
WBGene00020368,ast-1,unk,WBGene00020368,
WBGene00020369,exc-15,unk,WBGene00020369,
WBGene00020370,T08H10.3,ALG,WBGene00020370,
WBGene00020371,oac-60,WAGO,WBGene00020371,
WBGene00020372,T09A12.1,ALG,WBGene00020372,
WBGene00020373,gpx-6,WAGO,WBGene00020373,
WBGene00020374,serp-1.2,unk,WBGene00020374,
WBGene00020375,pigv-1,unk,WBGene00020375,
WBGene00020376,T09B4.2,CSR,WBGene00020376,
WBGene00020377,T09B4.3,ALG,WBGene00020377,
WBGene00020378,T09B4.4,unk,WBGene00020378,
WBGene00020379,T09B4.5,CSR,WBGene00020379,
WBGene00020380,T09B4.6,CSR,WBGene00020380,
WBGene00020381,T09B4.7,unk,WBGene00020381,
WBGene00020382,T09B4.8,unk,WBGene00020382,
WBGene00020383,tin-44,ALG,WBGene00020383,
WBGene00020384,T09D3.3,unk,WBGene00020384,
WBGene00020385,nhr-216,unk,WBGene00020385,
WBGene00020386,dach-1,unk,WBGene00020386,
WBGene00020387,T10B5.1,WAGO,WBGene00020387,
WBGene00020388,T10B5.2,unk,WBGene00020388,
WBGene00020389,T10B5.3,CSR,WBGene00020389,
WBGene00020390,T10B5.4,WAGO,WBGene00020390,
WBGene00020391,cct-7,CSR,WBGene00020391,
WBGene00020392,knl-3,CSR,WBGene00020392,
WBGene00020393,T10B5.7,unk,WBGene00020393,
WBGene00020394,T10B5.8,unk,WBGene00020394,
WBGene00020395,T10B5.9,WAGO,WBGene00020395,
WBGene00020396,T10B5.10,unk,WBGene00020396,
WBGene00020397,pcbd-1,WAGO,WBGene00020397,
WBGene00020398,cerk-1,unk,WBGene00020398,
WBGene00020399,ztf-4,CSR,WBGene00020399,
WBGene00020400,T10B11.4,unk,WBGene00020400,
WBGene00020401,T10B11.5,unk,WBGene00020401,
WBGene00020402,T10B11.6,unk,WBGene00020402,
WBGene00020403,hrde-4,unk,WBGene00020403,
WBGene00020404,T10B11.8,CSR,WBGene00020404,
WBGene00020406,T10D4.1,unk,WBGene00020406,
WBGene00020407,chil-24,WAGO,WBGene00020407,
WBGene00020408,T10D4.6,unk,WBGene00020408,
WBGene00020409,T10D4.7,unk,WBGene00020409,
WBGene00020410,T10D4.11,unk,WBGene00020410,
WBGene00020411,T10E9.1,CSR,WBGene00020411,
WBGene00020412,T10E9.2,CSR,WBGene00020412,
WBGene00020413,cpg-22,unk,WBGene00020413,
WBGene00020414,T10E9.4,ALG,WBGene00020414,
WBGene00020415,T10E9.5,unk,WBGene00020415,
WBGene00020416,T10E9.6,ALG,WBGene00020416,
WBGene00020417,nuo-2,CSR,WBGene00020417,
WBGene00020418,T10E9.8,unk,WBGene00020418,
WBGene00020419,acdh-4,unk,WBGene00020419,
WBGene00020420,T10E10.3,unk,WBGene00020420,
WBGene00020421,T10E10.4,unk,WBGene00020421,
WBGene00020422,T10F2.2,CSR,WBGene00020422,
WBGene00020423,prp-19,CSR,WBGene00020423,
WBGene00020424,T10H9.1,unk,WBGene00020424,
WBGene00020425,syx-18,CSR,WBGene00020425,
WBGene00020426,T10H10.2,unk,WBGene00020426,
WBGene00020427,sav-1,CSR,WBGene00020427,
WBGene00020428,irld-48,unk,WBGene00020428,
WBGene00020430,irld-49,unk,WBGene00020430,
WBGene00020431,irld-50,unk,WBGene00020431,
WBGene00020432,hpa-2,unk,WBGene00020432,
WBGene00020433,T11F8.1,unk,WBGene00020433,
WBGene00020434,T11F8.2,CSR,WBGene00020434,
WBGene00020435,T11F8.4,ALG,WBGene00020435,
WBGene00020436,T12A2.1,unk,WBGene00020436,
WBGene00020437,stt-3,ALG,WBGene00020437,
WBGene00020438,T12A2.3,unk,WBGene00020438,
WBGene00020439,T12A2.5,unk,WBGene00020439,
WBGene00020440,T12A2.6,unk,WBGene00020440,
WBGene00020441,bcas-2,CSR,WBGene00020441,
WBGene00020442,gen-1,CSR,WBGene00020442,
WBGene00020443,esyt-2,CSR,WBGene00020443,
WBGene00020444,T12B3.1,unk,WBGene00020444,
WBGene00020445,T12B3.2,unk,WBGene00020445,
WBGene00020446,T12B3.3,unk,WBGene00020446,
WBGene00020447,mob-3,CSR,WBGene00020447,
WBGene00020448,fbxa-51,unk,WBGene00020448,
WBGene00020449,fbxa-54,unk,WBGene00020449,
WBGene00020450,fbxa-10,WAGO,WBGene00020450,
WBGene00020451,fbxa-11,WAGO,WBGene00020451,
WBGene00020452,fbxa-22,unk,WBGene00020452,
WBGene00020453,fbxa-55,WAGO,WBGene00020453,
WBGene00020454,fbxa-56,unk,WBGene00020454,
WBGene00020455,fbxa-59,WAGO,WBGene00020455,
WBGene00020456,fbxa-60,WAGO,WBGene00020456,
WBGene00020457,fbxa-67,WAGO,WBGene00020457,
WBGene00020458,fbxa-70,unk,WBGene00020458,
WBGene00020459,fbxa-23,unk,WBGene00020459,
WBGene00020460,nhr-273,unk,WBGene00020460,
WBGene00020461,T12C9.7,CSR,WBGene00020461,
WBGene00020462,ari-2,CSR,WBGene00020462,
WBGene00020463,cec-6,CSR,WBGene00020463,
WBGene00020464,tebp-2,CSR,WBGene00020464,
WBGene00020465,T12E12.6,unk,WBGene00020465,
WBGene00020466,sld-2,unk,WBGene00020466,
WBGene00020467,T12F5.2,CSR,WBGene00020467,
WBGene00020468,T13A10.1,unk,WBGene00020468,
WBGene00020469,T13A10.2,unk,WBGene00020469,
WBGene00020471,pho-14,unk,WBGene00020471,
WBGene00020472,lips-11,unk,WBGene00020472,
WBGene00020473,lips-12,WAGO,WBGene00020473,
WBGene00020474,lips-13,unk,WBGene00020474,
WBGene00020475,sut-1,unk,WBGene00020475,
WBGene00020476,T13B5.9,unk,WBGene00020476,
WBGene00020478,T13C2.2,WAGO,WBGene00020478,
WBGene00020479,T13C2.3,unk,WBGene00020479,
WBGene00020480,ssup-72,CSR,WBGene00020480,
WBGene00020481,T13C2.6,CSR,WBGene00020481,
WBGene00020482,T13C2.7,unk,WBGene00020482,
WBGene00020483,T13C5.2,unk,WBGene00020483,
WBGene00020484,T13C5.3,unk,WBGene00020484,
WBGene00020485,ceh-54,unk,WBGene00020485,
WBGene00020486,T13C5.6,WAGO,WBGene00020486,
WBGene00020487,T13C5.7,unk,WBGene00020487,
WBGene00020488,T13G4.1,unk,WBGene00020488,
WBGene00020489,hot-8,unk,WBGene00020489,
WBGene00020490,tmc-1,unk,WBGene00020490,
WBGene00020491,T13G4.4,unk,WBGene00020491,
WBGene00020492,T13G4.5,unk,WBGene00020492,
WBGene00020494,T13G4.7,unk,WBGene00020494,
WBGene00020496,spat-3,WAGO,WBGene00020496,
WBGene00020497,T14A8.2,unk,WBGene00020497,
WBGene00020498,T14B4.1,CSR,WBGene00020498,
WBGene00020499,mrps-18.C,CSR,WBGene00020499,
WBGene00020500,T14B4.3,ALG,WBGene00020500,
WBGene00020501,T14B4.5,unk,WBGene00020501,
WBGene00020502,T14B4.8,unk,WBGene00020502,
WBGene00020503,T14B4.9,unk,WBGene00020503,
WBGene00020504,svh-2,unk,WBGene00020504,
WBGene00020505,T14E8.2,unk,WBGene00020505,
WBGene00020506,dop-3,unk,WBGene00020506,
WBGene00020507,vha-15,CSR,WBGene00020507,
WBGene00020508,T14F9.2,CSR,WBGene00020508,
WBGene00020509,hex-1,unk,WBGene00020509,
WBGene00020510,T14G11.1,unk,WBGene00020510,
WBGene00020511,immt-1,unk,WBGene00020511,
WBGene00020512,T14G12.1,WAGO,WBGene00020512,
WBGene00020514,T14G12.5,unk,WBGene00020514,
WBGene00020515,T14G12.6,unk,WBGene00020515,
WBGene00020516,T15B7.1,unk,WBGene00020516,
WBGene00020517,hpo-8,WAGO,WBGene00020517,
WBGene00020520,T15B7.8,unk,WBGene00020520,
WBGene00020522,T15B7.10,unk,WBGene00020522,
WBGene00020523,dmsr-14,unk,WBGene00020523,
WBGene00020524,dmsr-13,unk,WBGene00020524,
WBGene00020525,dmsr-15,unk,WBGene00020525,
WBGene00020526,T15B7.14,unk,WBGene00020526,
WBGene00020527,T15B7.15,WAGO,WBGene00020527,
WBGene00020528,lgc-54,unk,WBGene00020528,
WBGene00020530,T15B12.1,unk,WBGene00020530,
WBGene00020531,T15B12.2,ALG,WBGene00020531,
WBGene00020532,math-42,unk,WBGene00020532,
WBGene00020533,T16A1.2,unk,WBGene00020533,
WBGene00020534,fbxc-49,unk,WBGene00020534,
WBGene00020535,T16A1.4,unk,WBGene00020535,
WBGene00020536,T16A1.5,unk,WBGene00020536,
WBGene00020537,fbxb-37,WAGO,WBGene00020537,
WBGene00020538,T16A1.9,ERGO,WBGene00020538,
WBGene00020539,T16D1.1,unk,WBGene00020539,
WBGene00020540,pals-25,WAGO,WBGene00020540,
WBGene00020541,fbxb-81,unk,WBGene00020541,
WBGene00020542,fbxb-82,unk,WBGene00020542,
WBGene00020543,fbxb-83,unk,WBGene00020543,
WBGene00020544,fbxb-84,unk,WBGene00020544,
WBGene00020545,adbp-2,unk,WBGene00020545,
WBGene00020546,zig-13,unk,WBGene00020546,
WBGene00020547,srz-7,unk,WBGene00020547,
WBGene00020548,T17A3.12,unk,WBGene00020548,
WBGene00020549,nmt-1,CSR,WBGene00020549,
WBGene00020550,T17H7.1,unk,WBGene00020550,
WBGene00020551,T17H7.7,unk,WBGene00020551,
WBGene00020553,ttc-17,CSR,WBGene00020553,
WBGene00020554,T19A5.3,unk,WBGene00020554,
WBGene00020555,nhr-219,unk,WBGene00020555,
WBGene00020556,pamn-1,unk,WBGene00020556,
WBGene00020557,T19B4.3,CSR,WBGene00020557,
WBGene00020558,T19B4.5,CSR,WBGene00020558,
WBGene00020559,best-17,unk,WBGene00020559,
WBGene00020560,T19C3.2,WAGO,WBGene00020560,
WBGene00020561,T19C3.3,unk,WBGene00020561,
WBGene00020562,T19C3.4,unk,WBGene00020562,
WBGene00020563,T19C3.5,unk,WBGene00020563,
WBGene00020564,T19C3.6,WAGO,WBGene00020564,
WBGene00020565,T19C3.7,unk,WBGene00020565,
WBGene00020566,ttr-7,unk,WBGene00020566,
WBGene00020567,adt-3,unk,WBGene00020567,
WBGene00020568,T19D2.3,unk,WBGene00020568,
WBGene00020569,lgc-32,unk,WBGene00020569,
WBGene00020571,lpr-7,unk,WBGene00020571,
WBGene00020572,rund-1,WAGO,WBGene00020572,
WBGene00020573,T19D7.5,unk,WBGene00020573,
WBGene00020574,T19D7.6,unk,WBGene00020574,
WBGene00020575,T19D7.7,unk,WBGene00020575,
WBGene00020576,T19D12.1,unk,WBGene00020576,
WBGene00020577,T19D12.2,unk,WBGene00020577,
WBGene00020578,T19D12.3,unk,WBGene00020578,
WBGene00020579,T19D12.4,unk,WBGene00020579,
WBGene00020580,T19D12.5,unk,WBGene00020580,
WBGene00020581,T19D12.6,unk,WBGene00020581,
WBGene00020582,oig-8,unk,WBGene00020582,
WBGene00020583,T19D12.9,unk,WBGene00020583,
WBGene00020584,T19D12.10,unk,WBGene00020584,
WBGene00020585,clec-178,unk,WBGene00020585,
WBGene00020586,frpr-18,unk,WBGene00020586,
WBGene00020587,ugt-9,unk,WBGene00020587,
WBGene00020588,T19H12.2,CSR,WBGene00020588,
WBGene00020589,T19H12.3,unk,WBGene00020589,
WBGene00020590,T19H12.6,unk,WBGene00020590,
WBGene00020591,nhr-220,unk,WBGene00020591,
WBGene00020592,ugt-12,unk,WBGene00020592,
WBGene00020593,ugt-11,unk,WBGene00020593,
WBGene00020594,ugt-10,unk,WBGene00020594,
WBGene00020595,T20B5.2,unk,WBGene00020595,
WBGene00020596,oga-1,CSR,WBGene00020596,
WBGene00020598,T20B6.2,unk,WBGene00020598,
WBGene00020599,T20B6.3,unk,WBGene00020599,
WBGene00020600,trd-1,CSR,WBGene00020600,
WBGene00020601,T20B12.3,CSR,WBGene00020601,
WBGene00020602,T20B12.4,unk,WBGene00020602,
WBGene00020603,T20B12.5,unk,WBGene00020603,
WBGene00020604,T20B12.7,unk,WBGene00020604,
WBGene00020605,lgc-50,unk,WBGene00020605,
WBGene00020607,srab-20,unk,WBGene00020607,
WBGene00020608,srab-22,unk,WBGene00020608,
WBGene00020609,T20D4.3,unk,WBGene00020609,
WBGene00020611,txt-11,unk,WBGene00020611,
WBGene00020612,arrd-22,WAGO,WBGene00020612,
WBGene00020613,T20D4.7,unk,WBGene00020613,
WBGene00020614,T20D4.8,unk,WBGene00020614,
WBGene00020615,T20D4.9,unk,WBGene00020615,
WBGene00020616,T20D4.10,unk,WBGene00020616,
WBGene00020617,T20D4.11,unk,WBGene00020617,
WBGene00020618,T20D4.12,unk,WBGene00020618,
WBGene00020619,T20D4.13,unk,WBGene00020619,
WBGene00020620,T20D4.15,unk,WBGene00020620,
WBGene00020622,T20D4.17,unk,WBGene00020622,
WBGene00020623,srab-21,unk,WBGene00020623,
WBGene00020624,T20D4.19,unk,WBGene00020624,
WBGene00020625,mrrf-1,unk,WBGene00020625,
WBGene00020626,T20F5.4,unk,WBGene00020626,
WBGene00020627,T20F5.5,ALG,WBGene00020627,
WBGene00020628,T20F5.6,ALG,WBGene00020628,
WBGene00020629,T20F5.7,CSR,WBGene00020629,
WBGene00020630,T20F7.1,WAGO,WBGene00020630,
WBGene00020631,T20F7.3,unk,WBGene00020631,
WBGene00020632,T20F7.5,WAGO,WBGene00020632,
WBGene00020633,aakg-2,unk,WBGene00020633,
WBGene00020634,acs-9,unk,WBGene00020634,
WBGene00020635,ztf-31,ALG,WBGene00020635,
WBGene00020636,T20H4.5,CSR,WBGene00020636,
WBGene00020637,fbxa-7,unk,WBGene00020637,
WBGene00020638,fbxa-43,unk,WBGene00020638,
WBGene00020639,fbxa-71,unk,WBGene00020639,
WBGene00020640,fbxa-73,unk,WBGene00020640,
WBGene00020641,fbxa-68,unk,WBGene00020641,
WBGene00020642,T20H9.6,unk,WBGene00020642,
WBGene00020644,T20H12.2,WAGO,WBGene00020644,
WBGene00020645,T21D9.2,unk,WBGene00020645,
WBGene00020646,zmp-6,unk,WBGene00020646,
WBGene00020647,pqbp-1.1,unk,WBGene00020647,
WBGene00020648,T21D12.7,unk,WBGene00020648,
WBGene00020649,sma-10,unk,WBGene00020649,
WBGene00020650,T21D12.11,unk,WBGene00020650,
WBGene00020651,T21D12.12,unk,WBGene00020651,
WBGene00020652,egg-4,CSR,WBGene00020652,
WBGene00020653,T21E3.2,ALG,WBGene00020653,
WBGene00020655,T21E12.3,unk,WBGene00020655,
WBGene00020656,T21E12.5,unk,WBGene00020656,
WBGene00020657,lgc-53,unk,WBGene00020657,
WBGene00020658,argn-1,unk,WBGene00020658,
WBGene00020659,T21G5.1,ALG,WBGene00020659,
WBGene00020660,T21G5.2,unk,WBGene00020660,
WBGene00020661,smz-2,ALG,WBGene00020661,
WBGene00020662,T21H3.1,unk,WBGene00020662,
WBGene00020663,cutl-22,unk,WBGene00020663,
WBGene00020664,T21H3.5,unk,WBGene00020664,
WBGene00020665,T22B2.1,unk,WBGene00020665,
WBGene00020666,T22B2.2,WAGO,WBGene00020666,
WBGene00020667,T22B2.3,unk,WBGene00020667,
WBGene00020669,T22B2.5,WAGO,WBGene00020669,
WBGene00020670,T22B2.6,unk,WBGene00020670,
WBGene00020672,T22B7.3,unk,WBGene00020672,
WBGene00020673,T22B7.4,WAGO,WBGene00020673,
WBGene00020674,T22B7.7,unk,WBGene00020674,
WBGene00020675,T22B11.1,unk,WBGene00020675,
WBGene00020678,T22B11.4,unk,WBGene00020678,
WBGene00020679,ogdh-1,CSR,WBGene00020679,
WBGene00020680,T22D1.1,unk,WBGene00020680,
WBGene00020682,T22D1.3,CSR,WBGene00020682,
WBGene00020683,ribo-1,ALG,WBGene00020683,
WBGene00020684,T22D1.5,CSR,WBGene00020684,
WBGene00020686,T22D1.8,ALG,WBGene00020686,
WBGene00020687,ruvb-2,CSR,WBGene00020687,
WBGene00020688,cest-6,unk,WBGene00020688,
WBGene00020689,npr-12,unk,WBGene00020689,
WBGene00020690,T22E5.1,unk,WBGene00020690,
WBGene00020691,igdb-3,unk,WBGene00020691,
WBGene00020692,T22E5.6,unk,WBGene00020692,
WBGene00020693,lron-8,unk,WBGene00020693,
WBGene00020694,dhhc-11,unk,WBGene00020694,
WBGene00020695,T22F3.2,CSR,WBGene00020695,
WBGene00020696,pygl-1,CSR,WBGene00020696,
WBGene00020697,T22F3.7,unk,WBGene00020697,
WBGene00020698,T22F3.8,unk,WBGene00020698,
WBGene00020699,T22F3.10,unk,WBGene00020699,
WBGene00020700,T22F3.11,unk,WBGene00020700,
WBGene00020701,T22F7.1,unk,WBGene00020701,
WBGene00020702,T22F7.3,unk,WBGene00020702,
WBGene00020703,T22F7.4,unk,WBGene00020703,
WBGene00020705,T22H9.1,CSR,WBGene00020705,
WBGene00020706,atg-9,unk,WBGene00020706,
WBGene00020707,wago-10,ALG,WBGene00020707,
WBGene00020708,dmd-8,unk,WBGene00020708,
WBGene00020709,T23B3.1,CSR,WBGene00020709,
WBGene00020710,T23B3.2,unk,WBGene00020710,
WBGene00020711,rmd-5,unk,WBGene00020711,
WBGene00020712,ckr-1,unk,WBGene00020712,
WBGene00020713,T23B3.5,ALG,WBGene00020713,
WBGene00020714,T23B3.6,unk,WBGene00020714,
WBGene00020715,nspd-4,ALG,WBGene00020715,
WBGene00020716,phf-30,CSR,WBGene00020716,
WBGene00020717,mrpl-4,CSR,WBGene00020717,
WBGene00020718,mrps-2,CSR,WBGene00020718,
WBGene00020719,natc-1,CSR,WBGene00020719,
WBGene00020720,T23B12.5,unk,WBGene00020720,
WBGene00020721,T23B12.6,unk,WBGene00020721,
WBGene00020722,T23B12.8,unk,WBGene00020722,
WBGene00020723,T23B12.9,WAGO,WBGene00020723,
WBGene00020724,T23B12.10,WAGO,WBGene00020724,
WBGene00020725,cnp-3,unk,WBGene00020725,
WBGene00020726,T23C6.4,unk,WBGene00020726,
WBGene00020727,npr-21,unk,WBGene00020727,
WBGene00020728,T23E1.1,unk,WBGene00020728,
WBGene00020729,T23E1.2,unk,WBGene00020729,
WBGene00020730,T23E1.3,WAGO,WBGene00020730,
WBGene00020731,T23E7.1,unk,WBGene00020731,
WBGene00020732,T23E7.2,unk,WBGene00020732,
WBGene00020733,T23E7.3,unk,WBGene00020733,
WBGene00020735,T23F2.2,unk,WBGene00020735,
WBGene00020736,T23F2.3,unk,WBGene00020736,
WBGene00020737,T23F2.4,unk,WBGene00020737,
WBGene00020738,T23F2.5,unk,WBGene00020738,
WBGene00020739,T23F4.1,unk,WBGene00020739,
WBGene00020740,T23F4.2,unk,WBGene00020740,
WBGene00020741,dlhd-1,unk,WBGene00020741,
WBGene00020742,T23H2.3,CSR,WBGene00020742,
WBGene00020743,mam-8,unk,WBGene00020743,
WBGene00020744,T24A6.1,unk,WBGene00020744,
WBGene00020746,srbc-66,unk,WBGene00020746,
WBGene00020747,T24A6.7,unk,WBGene00020747,
WBGene00020748,nhr-221,unk,WBGene00020748,
WBGene00020749,srbc-67,unk,WBGene00020749,
WBGene00020750,nhr-222,unk,WBGene00020750,
WBGene00020751,srbc-69,unk,WBGene00020751,
WBGene00020752,srbc-68,unk,WBGene00020752,
WBGene00020753,T24A6.16,unk,WBGene00020753,
WBGene00020754,T24A6.17,WAGO,WBGene00020754,
WBGene00020755,grl-31,unk,WBGene00020755,
WBGene00020756,T24A6.20,WAGO,WBGene00020756,
WBGene00020757,ucr-2.3,CSR,WBGene00020757,
WBGene00020758,T24C4.2,unk,WBGene00020758,
WBGene00020759,T24C4.3,unk,WBGene00020759,
WBGene00020760,T24C4.4,unk,WBGene00020760,
WBGene00020761,T24C4.5,CSR,WBGene00020761,
WBGene00020762,zer-1,CSR,WBGene00020762,
WBGene00020763,ztf-18,CSR,WBGene00020763,
WBGene00020764,T24C12.1,unk,WBGene00020764,
WBGene00020765,T24C12.3,unk,WBGene00020765,
WBGene00020766,T24C12.4,unk,WBGene00020766,
WBGene00020767,lgc-40,WAGO,WBGene00020767,
WBGene00020769,T24D8.6,unk,WBGene00020769,
WBGene00020770,eat-17,CSR,WBGene00020770,
WBGene00020771,T24E12.1,CSR,WBGene00020771,
WBGene00020772,T24E12.2,unk,WBGene00020772,
WBGene00020773,T24E12.3,unk,WBGene00020773,
WBGene00020774,T24E12.5,unk,WBGene00020774,
WBGene00020775,T24E12.6,unk,WBGene00020775,
WBGene00020777,T24E12.10,unk,WBGene00020777,
WBGene00020778,T24E12.11,WAGO,WBGene00020778,
WBGene00020779,T24G10.2,unk,WBGene00020779,
WBGene00020780,T24H5.1,WAGO,WBGene00020780,
WBGene00020781,T24H7.2,ALG,WBGene00020781,
WBGene00020782,T24H7.3,unk,WBGene00020782,
WBGene00020783,blos-4,CSR,WBGene00020783,
WBGene00020784,tat-4,WAGO,WBGene00020784,
