gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
WBGene00019620	K10C2.4.1	1351.00	1217.16	1806.00	59.11	66.55
WBGene00019621	K10C2.6.1	342.00	208.33	0.00	0.00	0.00
WBGene00019622	K10C2.7.1	729.00	595.16	53.00	3.55	3.99
WBGene00019623	K10C9.1.1	371.00	237.24	7.00	1.18	1.32
WBGene00019624	K10C9.3.1	894.00	760.16	374.00	19.60	22.07
WBGene00019625	K10C9.4a.1,K10C9.4b.1	720.00	586.16	1.00	0.07	0.08
WBGene00019626	K10C9.7.1	720.00	586.16	5.00	0.34	0.38
WBGene00019627	K10D2.1a.1,K10D2.1b,K10D2.1c.1	2797.04	2663.20	3704.00	55.41	62.38
WBGene00019628	K10D2.2.1	2325.00	2191.16	3377.00	61.40	69.12
WBGene00019629	K10D2.3.1	4802.00	4668.16	7242.00	61.81	69.58
WBGene00019630	K10D2.4.1	302.00	168.63	583.00	137.74	155.06
WBGene00019631	K10D2.5.1	529.00	395.16	585.00	58.98	66.40
WBGene00019633	K10D2.7.1	381.00	247.22	17.00	2.74	3.08
WBGene00019636	K10F12.4a.1,K10F12.4b.1	908.38	774.54	229.00	11.78	13.26
WBGene00019638	K10F12.6	494.00	360.16	12.00	1.33	1.49
WBGene00019639	K10F12.7.1	390.00	256.21	5.00	0.78	0.88
WBGene00019640	K10G6.2.1	1016.00	882.16	14.00	0.63	0.71
WBGene00019641	K10G6.4.1	1564.00	1430.16	33.00	0.92	1.03
WBGene00019642	K11C4.1.1	993.00	859.16	1.00	0.05	0.05
WBGene00019643	K11C4.2.1	1086.00	952.16	58.00	2.43	2.73
WBGene00019644	K11D12.4.1	2323.00	2189.16	394.00	7.17	8.07
WBGene00019645	K11D12.5.1	809.00	675.16	758.00	44.73	50.35
WBGene00019646	K11D12.6.1	594.00	460.16	13.00	1.13	1.27
WBGene00019647	K11D12.7.1	672.00	538.16	416.00	30.80	34.67
WBGene00019648	K11D12.8.1	722.00	588.16	9.00	0.61	0.69
WBGene00019649	K11D12.9.1	1294.00	1160.16	61.00	2.09	2.36
WBGene00019650	K11D12.11.1,K11D12.11.2,K11D12.11.3	756.91	623.06	35.00	2.24	2.52
WBGene00019651	K11D12.12.1	719.00	585.16	266.00	18.11	20.39
WBGene00019652	K11G9.1.1	1709.00	1575.16	41.00	1.04	1.17
WBGene00019653	K11G9.2.1	1718.00	1584.16	92.00	2.31	2.60
WBGene00019654	K11G9.3.1	1688.00	1554.16	56.00	1.44	1.62
WBGene00019655	K11G9.5.1	1628.00	1494.16	43.00	1.15	1.29
WBGene00019656	K11G12.5.1	1130.00	996.16	1056.00	42.23	47.54
WBGene00019657	K11G12.6a.1,K11G12.6b.1	1985.59	1851.74	878.00	18.89	21.27
WBGene00019658	K11H12.1.1	463.00	329.17	311.00	37.64	42.37
WBGene00019659	K11H12.3.1,K11H12.3.2	1093.92	960.07	5.00	0.21	0.23
WBGene00019660	K11H12.4.1	1293.00	1159.16	156.00	5.36	6.04
WBGene00019661	K11H12.5.1,K11H12.5.2	939.00	805.16	82.00	4.06	4.57
WBGene00019662	K11H12.6a.1,K11H12.6b.1	462.00	328.17	3.00	0.36	0.41
WBGene00019663	K11H12.7.1	694.00	560.16	177.00	12.59	14.17
WBGene00019664	K11H12.8a.1,K11H12.8b.1,K11H12.8c.1,K11H12.8d.1	477.01	378.03	2193.00	231.12	260.18
WBGene00019665	K11H12.9a.1,K11H12.9b.1,K11H12.9c.1,K11H12.9d.1,K11H12.9d.2,K11H12.9d.3	793.70	659.86	70.00	4.23	4.76
WBGene00019666	K12B6.1.1	3076.00	2942.16	1040.00	14.08	15.85
WBGene00019667	K12B6.2a.1,K12B6.2b.1	2432.00	2298.16	3.00	0.05	0.06
WBGene00019668	K12B6.3.1	997.00	863.16	8.00	0.37	0.42
WBGene00019669	K12B6.4.1	838.00	704.16	15.00	0.85	0.96
WBGene00019672	K12B6.8	2372.00	2238.16	179.00	3.19	3.59
WBGene00019673	K12C11.1a.1,K12C11.1b.1	1580.00	1446.16	1368.00	37.69	42.43
WBGene00019674	K12C11.3a.1,K12C11.3b.1,K12C11.3c.1	594.48	460.64	24.00	2.08	2.34
WBGene00019675	K12D9.1.1	1111.00	977.16	1.00	0.04	0.05
WBGene00019676	K12D9.12	1550.00	1416.16	0.00	0.00	0.00
WBGene00019677	K12H4.2.1	658.00	524.16	425.00	32.30	36.37
WBGene00019678	K12H4.3.1	1186.00	1052.16	1558.00	58.99	66.41
WBGene00019679	K12H4.4.1	708.00	574.16	1925.00	133.57	150.37
WBGene00019680	K12H4.5.1	294.00	160.73	809.00	200.53	225.74
WBGene00019681	K12H4.6.1	273.00	140.12	0.00	0.00	0.00
WBGene00019682	K12H4.7.1	1618.00	1484.16	7333.00	196.84	221.60
WBGene00019683	K12H6.2.1,K12H6.2.2	976.00	842.16	248.00	11.73	13.21
WBGene00019684	K12H6.4.1	463.00	329.17	0.00	0.00	0.00
WBGene00019685	K12H6.5.1	461.00	327.17	2.00	0.24	0.27
WBGene00019686	K12H6.6a.1,K12H6.6b	1141.02	1007.18	652.00	25.79	29.03
WBGene00019687	K12H6.7.1	1299.00	1165.16	87.00	2.97	3.35
WBGene00019688	K12H6.8.1	435.00	301.17	0.00	0.00	0.00
WBGene00019689	K12H6.9.1	452.00	318.17	0.00	0.00	0.00
WBGene00019690	K12H6.11.1	1261.00	1127.16	54.00	1.91	2.15
WBGene00019691	K12H6.12.1	1356.00	1222.16	61.00	1.99	2.24
WBGene00019692	M01A10.1.1	1919.00	1785.16	1807.00	40.33	45.40
WBGene00019693	M01A10.3.1	1002.00	868.16	1801.00	82.65	93.04
WBGene00019697	M01B12.4a.1,M01B12.4b.1,M01B12.4c.1,M01B12.4c.2	2608.48	2474.63	3339.00	53.76	60.52
WBGene00019698	M01B12.5a.1,M01B12.5a.2,M01B12.5b	1979.77	1845.93	2466.00	53.22	59.92
WBGene00019699	M01D1.2.1	1628.00	1494.16	17.00	0.45	0.51
WBGene00019700	M01D1.3.1	953.00	819.16	151.00	7.34	8.27
WBGene00019702	M01D1.7.1	813.00	679.16	4.00	0.23	0.26
WBGene00019703	M01D1.8.1	965.00	831.16	86.00	4.12	4.64
WBGene00019704	M01D1.9.1	1057.00	923.16	36.00	1.55	1.75
WBGene00019705	M01D1.10.1	1047.00	913.16	72.00	3.14	3.54
WBGene00019706	M01D7.1	1028.00	894.16	13.00	0.58	0.65
WBGene00019709	M01E10.3.1	303.00	169.61	0.00	0.00	0.00
WBGene00019710	M01E11.1.1,M01E11.1.2	1062.00	928.16	765.00	32.84	36.97
WBGene00019711	M01E11.2.1	1834.00	1700.16	3475.00	81.43	91.67
WBGene00019712	M01E11.3.1	2922.00	2788.16	2391.00	34.16	38.46
WBGene00019713	M01E11.4a.1,M01E11.4b.1,M01E11.4c.1	1144.47	1010.62	4617.00	182.01	204.90
WBGene00019714	M01G4.1	393.00	259.21	0.00	0.00	0.00
WBGene00019715	M01G5.1.1	3415.00	3281.16	2199.00	26.70	30.06
WBGene00019716	M01G5.3.1	1296.00	1162.16	1197.00	41.03	46.19
WBGene00019717	M01H9.1.1	709.00	575.16	49.00	3.39	3.82
WBGene00019718	M01H9.2.1	2613.00	2479.16	14.00	0.22	0.25
WBGene00019719	M01H9.3a.1,M01H9.3b.1,M01H9.3b.2,M01H9.3c.1,M01H9.3d.1,M01H9.3d.2,M01H9.3e.1	1113.21	979.36	2428.00	98.77	111.19
WBGene00019720	M01H9.4a.1,M01H9.4d.1,M01H9.4e.1,M01H9.4h.1	676.86	543.02	64.00	4.70	5.29
WBGene00019721	M01H9.5.1	629.00	495.16	0.00	0.00	0.00
WBGene00019722	M02A10.1.1	588.00	454.16	10.00	0.88	0.99
WBGene00019723	M02B7.1.1	1096.00	962.16	355.00	14.70	16.55
WBGene00019724	M02B7.2a.1,M02B7.2b.1	810.08	676.24	439.00	25.86	29.12
WBGene00019725	M02B7.4a.1,M02B7.4b.1	1396.81	1262.97	1191.73	37.59	42.32
WBGene00019726	M02B7.5a.1,M02B7.5b.1,M02B7.5c.1,M02B7.5d.1	1841.91	1708.06	442.00	10.31	11.61
WBGene00019727	M02D8.1.1	826.00	692.16	1149.00	66.14	74.45
WBGene00019728	M02D8.2.1	449.00	315.17	17.00	2.15	2.42
WBGene00019729	M02D8.3.1	3001.00	2867.16	649.00	9.02	10.15
WBGene00019730	M02D8.4.1	1959.00	1825.16	1826.00	39.86	44.87
WBGene00019731	M02D8.5.1	2771.00	2637.16	77.00	1.16	1.31
WBGene00019732	M02D8.6.1	563.00	429.16	128.89	11.97	13.47
WBGene00019733	M02E1.1a.1,M02E1.1a.2,M02E1.1b.1	3604.21	3470.37	516.00	5.92	6.67
WBGene00019734	M02E1.2.1	403.00	269.20	20.00	2.96	3.33
WBGene00019735	M02F4.1.1	1297.00	1163.16	22.00	0.75	0.85
WBGene00019736	M02F4.2.1	571.00	437.16	0.00	0.00	0.00
WBGene00019738	M02F4.7.1	1032.00	898.16	365.00	16.19	18.23
WBGene00019739	M02F4.9	474.00	340.16	0.00	0.00	0.00
WBGene00019740	M02H5.2.1	981.00	847.16	0.00	0.00	0.00
WBGene00019741	M02H5.3.1,M02H5.3.2	1500.23	1366.38	99.00	2.89	3.25
WBGene00019742	M02H5.4a.1,M02H5.4b.1	1364.00	1230.16	120.00	3.89	4.38
WBGene00019743	M02H5.5.1	1353.00	1219.16	138.00	4.51	5.08
WBGene00019744	M02H5.8a.1,M02H5.8b.1	332.52	202.09	365.00	71.95	81.00
WBGene00019745	M02H5.12.1	843.00	709.16	0.00	0.00	0.00
WBGene00019746	M03A1.3.1	1184.00	1050.16	43.00	1.63	1.84
WBGene00019747	M03A1.6a.1,M03A1.6b.1,M03A1.6b.2,M03A1.6b.3,M03A1.6b.4,M03A1.6c.1,M03A1.6d.1,M03A1.6e.1,M03A1.6f.1	2987.78	2853.94	3931.00	54.88	61.78
WBGene00019748	M03A8.2.1,M03A8.2.2	7464.29	7330.44	3153.00	17.14	19.29
WBGene00019749	M03A8.3.1,M03A8.3.2	1472.78	1338.94	69.00	2.05	2.31
WBGene00019750	M03D4.3.1	261.00	128.46	24.00	7.44	8.38
WBGene00019751	M03D4.4a.1,M03D4.4b.1	1820.85	1687.00	119.00	2.81	3.16
WBGene00019753	M03E7.1.1	2505.00	2371.16	24.00	0.40	0.45
WBGene00019754	M03E7.2.1	578.00	444.16	14.00	1.26	1.41
WBGene00019755	M03E7.3.1	356.00	222.28	0.00	0.00	0.00
WBGene00019756	M03E7.4.1	1798.00	1664.16	23.00	0.55	0.62
WBGene00019757	M03E7.5.1,M03E7.5.2,M03E7.5.3	695.59	561.75	1276.00	90.50	101.88
WBGene00019758	M03F4.4.1	90.00	4.35	0.00	0.00	0.00
WBGene00019759	M03F4.6.1	1342.00	1208.16	59.00	1.95	2.19
WBGene00019760	M03F4.7a.1,M03F4.7b.1	1221.23	1087.38	3594.00	131.68	148.24
WBGene00019761	M03F8.1.1	1162.00	1028.16	32.00	1.24	1.40
WBGene00019762	M03F8.3a.1,M03F8.3b.1	2443.86	2310.02	5633.00	97.15	109.37
WBGene00019763	M03F8.4.1	1369.00	1235.16	15.00	0.48	0.54
WBGene00019764	M03F8.5.1	2130.00	1996.16	12.00	0.24	0.27
WBGene00019765	M03F8.6a.1,M03F8.6b.1	848.33	714.49	29.00	1.62	1.82
WBGene00019766	M4.1a.1,M4.1b.1	2625.52	2491.68	1863.44	29.79	33.54
WBGene00019767	M04F3.1.1	971.00	837.16	5951.00	283.21	318.82
WBGene00019768	M04F3.2	909.00	775.16	190.32	9.78	11.01
WBGene00019769	M04F3.3.1	1538.00	1404.16	251.00	7.12	8.02
WBGene00019770	M04F3.4a.1,M04F3.4b.1	712.89	579.05	562.00	38.67	43.53
WBGene00019771	M04F3.5a.1,M04F3.5b.1	2247.33	2113.48	2039.00	38.44	43.27
WBGene00019772	M04G7.1.1	793.00	659.16	104.00	6.29	7.08
WBGene00019773	M04G7.2a.1,M04G7.2b.1	1647.00	1513.16	2.00	0.05	0.06
WBGene00019774	M04G7.3a.1,M04G7.3b.1	1651.79	1517.94	43.00	1.13	1.27
WBGene00019776	M6.4.1	926.00	792.16	15.00	0.75	0.85
WBGene00019777	M57.1.1,M57.1.2,M57.1.3,M57.1.4	2166.15	2032.30	496.82	9.74	10.96
WBGene00019778	M57.2a.1,M57.2b.1	1954.00	1820.16	1917.00	41.96	47.24
WBGene00019779	M60.2.1	1799.00	1665.16	1796.00	42.97	48.37
WBGene00019780	M60.4a.1,M60.4b.1	624.58	490.73	737.00	59.83	67.36
WBGene00019781	M60.6.1	1273.00	1139.16	135.00	4.72	5.32
WBGene00019782	M60.7.1	1895.00	1761.16	158.00	3.57	4.02
WBGene00019783	M70.1a.1,M70.1b.1	2889.50	2755.66	0.00	0.00	0.00
WBGene00019784	M70.2.1	622.00	488.16	0.00	0.00	0.00
WBGene00019785	M70.3a.1,M70.3b.1,M70.3c.1	2661.00	2527.16	2.00	0.03	0.04
WBGene00019786	M70.4a.1,M70.4b.1	1333.91	1219.25	1466.01	47.90	53.93
WBGene00019787	M70.5.1	2408.00	2274.16	837.47	14.67	16.52
WBGene00019788	M116.1.1	990.00	856.16	124.00	5.77	6.50
WBGene00019789	M116.2	741.00	607.16	121.00	7.94	8.94
WBGene00019791	M116.4.1	990.00	856.16	124.00	5.77	6.50
WBGene00019792	M116.5.1	3444.00	3310.16	2354.17	28.33	31.90
WBGene00019793	M151.1a.1,M151.1b.1,M151.1c.1,M151.1d.1	1311.00	1177.16	1.00	0.03	0.04
WBGene00019794	M151.2.1,M151.2.2	2697.81	2563.96	103.94	1.62	1.82
WBGene00019795	M151.3.1	1620.00	1486.16	277.00	7.43	8.36
WBGene00019796	M151.4	1862.00	1728.16	74.88	1.73	1.94
WBGene00019797	M151.5.1	1064.00	930.16	30.00	1.28	1.45
WBGene00019798	M151.6	981.00	847.16	16.00	0.75	0.85
WBGene00019799	M151.7.1	1406.00	1272.16	286.78	8.98	10.11
WBGene00019800	PAR2.1.1	618.00	484.16	1970.00	162.11	182.49
WBGene00019801	PAR2.3a.1,PAR2.3b.1	2061.85	1928.00	1392.00	28.76	32.38
WBGene00019803	PDB1.1a.1,PDB1.1b.1,PDB1.1c.1	977.50	843.71	303.00	14.31	16.11
WBGene00019804	R01B10.2.1	186.00	59.76	0.00	0.00	0.00
WBGene00019805	R01B10.3.1	447.00	313.17	141.00	17.94	20.19
WBGene00019806	R01B10.4.1	1172.00	1038.16	239.00	9.17	10.33
WBGene00019807	R01B10.5a.1,R01B10.5b.1	1663.21	1529.37	487.00	12.69	14.28
WBGene00019808	R01B10.6.1	989.00	855.16	880.00	41.00	46.15
WBGene00019809	R01H2.1.1	315.00	181.50	0.00	0.00	0.00
WBGene00019810	R01H2.2.1	1309.00	1175.16	1.00	0.03	0.04
WBGene00019811	R01H2.3.1	1765.00	1631.16	8289.00	202.45	227.91
WBGene00019812	R01H2.4a.1,R01H2.4b.1	1433.52	1299.67	5.00	0.15	0.17
WBGene00019813	R01H2.5.1	1109.00	975.16	423.00	17.28	19.45
WBGene00019814	R02C2.1.1	1212.00	1078.16	60.00	2.22	2.50
WBGene00019815	R02C2.2.1,R02C2.2.2	1065.89	932.05	77.00	3.29	3.71
WBGene00019816	R02C2.4a.1,R02C2.4b.1	1593.75	1459.90	81.00	2.21	2.49
WBGene00019817	R02C2.6.1,R02C2.6.2	1061.00	927.16	62.00	2.66	3.00
WBGene00019818	R02C2.7.1	542.00	408.16	48.00	4.69	5.27
WBGene00019819	R02D3.1a.1,R02D3.1b.1	3059.19	2925.35	2797.00	38.09	42.88
WBGene00019820	R02D3.2.1	2596.00	2462.16	2760.00	44.66	50.28
WBGene00019821	R02D3.3a.1,R02D3.3b.1	1130.76	996.93	1773.00	70.85	79.76
WBGene00019822	R02D3.4a.1,R02D3.4b.1,R02D3.4c.1	2052.85	1919.01	2355.00	48.89	55.04
WBGene00019823	R02D3.5.1	1367.00	1233.16	1859.00	60.06	67.61
WBGene00019824	R02D3.7.1	1519.00	1385.16	2853.00	82.06	92.38
WBGene00019825	R02D3.8.1	906.00	772.16	839.00	43.29	48.73
WBGene00019826	R02E4.1.1	1165.00	1031.16	2.00	0.08	0.09
WBGene00019827	R02E12.2a.1,R02E12.2b.1	2336.83	2202.99	1403.00	25.37	28.56
WBGene00019828	R02E12.4.1	1561.00	1427.16	53.00	1.48	1.67
WBGene00019829	R02E12.5.1	1138.00	1004.16	53.00	2.10	2.37
WBGene00019830	R02E12.6.1,R02E12.6.2,R02E12.6.3	784.63	650.78	327.00	20.02	22.54
WBGene00019831	R02F2.1a.1,R02F2.1b.1,R02F2.1c.1,R02F2.1d.1	1417.75	1283.91	2320.00	71.99	81.04
WBGene00019832	R02F2.2.1	3718.00	3584.16	85.00	0.94	1.06
WBGene00019833	R02F2.4.1	1418.00	1284.16	1837.00	56.99	64.16
WBGene00019834	R02F2.5.1	808.00	674.16	1.00	0.06	0.07
WBGene00019835	R02F2.6.1	243.00	111.17	0.00	0.00	0.00
WBGene00019836	R02F2.7.1	2176.00	2042.16	1918.00	37.42	42.12
WBGene00019837	R02F2.8.1	1569.00	1435.16	172.00	4.77	5.38
WBGene00019838	R02F2.9.1	637.00	503.16	736.00	58.28	65.61
WBGene00019839	R02F11.1.1	856.00	722.16	184.00	10.15	11.43
WBGene00019840	R02F11.2.1	1049.00	915.16	17.00	0.74	0.83
WBGene00019841	R02F11.3a.1,R02F11.3b.1	1748.77	1614.93	192.00	4.74	5.33
WBGene00019842	R02F11.4.1	2132.00	1998.16	1381.00	27.53	31.00
WBGene00019843	R03E9.2.1	2116.00	1982.16	124.00	2.49	2.81
WBGene00019844	R03E9.3a.1,R03E9.3b.1,R03E9.3c.1,R03E9.3d.1	3248.00	3114.16	352.00	4.50	5.07
WBGene00019845	R03G5.3	3992.00	3858.16	3.00	0.03	0.03
WBGene00019846	R03G5.5a.1,R03G5.5b.1	681.00	547.16	92.00	6.70	7.54
WBGene00019847	R03G5.6.1,R03G5.6.2	1089.00	955.16	72.00	3.00	3.38
WBGene00019849	R03H4.1.1	2130.00	1996.16	6.00	0.12	0.13
WBGene00019850	R03H4.4.1	1014.00	880.16	0.00	0.00	0.00
WBGene00019851	R03H4.5.1	2346.00	2212.16	0.00	0.00	0.00
WBGene00019853	R03H4.7	837.00	703.16	4.00	0.23	0.26
WBGene00019854	R03H10.1.1	954.00	820.16	85.00	4.13	4.65
WBGene00019855	R03H10.2.1	1385.00	1251.16	86.00	2.74	3.08
WBGene00019856	R03H10.4.1	448.00	314.17	0.00	0.00	0.00
WBGene00019857	R03H10.5.1	444.00	310.17	0.00	0.00	0.00
WBGene00019858	R03H10.6.1	1533.00	1399.16	6.00	0.17	0.19
WBGene00019859	R03H10.7.1	1299.00	1165.16	18.00	0.62	0.69
WBGene00019861	R04A9.1.1	312.00	178.52	2.00	0.45	0.50
WBGene00019862	R04A9.2.1	3442.00	3308.16	2108.00	25.39	28.58
WBGene00019863	R04A9.3.1	1159.00	1025.16	73.00	2.84	3.19
WBGene00019864	R04A9.5.1	1670.00	1536.16	500.00	12.97	14.60
WBGene00019865	R04A9.6.1	1432.00	1298.16	40.00	1.23	1.38
WBGene00019866	R04B3.1.1	2217.00	2083.16	28.00	0.54	0.60
WBGene00019867	R04B3.2.1	1279.00	1145.16	137.00	4.77	5.37
WBGene00019868	R04B3.3.1	1813.00	1679.16	59.00	1.40	1.58
WBGene00019869	R04E5.2.1	2439.00	2305.16	257.00	4.44	5.00
WBGene00019870	R04E5.7.1	357.00	223.28	3.00	0.54	0.60
WBGene00019871	R04E5.8a.1,R04E5.8b.1,R04E5.8b.2,R04E5.8b.3	3803.00	3669.16	105.00	1.14	1.28
WBGene00019872	R04E5.9.1	879.00	745.16	80.00	4.28	4.82
WBGene00019873	R05C11.1.1	1414.00	1280.16	28.00	0.87	0.98
WBGene00019874	R05C11.2.1	1640.00	1506.16	3.00	0.08	0.09
WBGene00019875	R05C11.3.1	3998.00	3864.16	1109.00	11.43	12.87
WBGene00019877	R05D3.2.1	2626.00	2492.16	2545.00	40.68	45.80
WBGene00019878	R05D3.3.1,R05D3.3.2,R05D3.3.3,R05D3.3.4	1746.83	1612.98	302.00	7.46	8.40
WBGene00019879	R05D3.5	472.00	338.16	0.00	0.00	0.00
WBGene00019880	R05D3.6.1	165.00	43.14	59.50	54.95	61.86
WBGene00019881	R05D3.8.1	1099.00	965.16	736.00	30.38	34.20
WBGene00019882	R05D3.9.1	2045.00	1911.16	198.00	4.13	4.65
WBGene00019883	R05D3.11.1	4131.00	3997.16	7269.00	72.45	81.56
WBGene00019884	R05D3.12a.1,R05D3.12b.1,R05D3.12c.1,R05D3.12d.1,R05D3.12d.2	3301.95	3168.11	1877.00	23.60	26.57
WBGene00019885	R05D8.7.1	942.00	808.16	17.00	0.84	0.94
WBGene00019886	R05D8.9.1	947.00	813.16	3.00	0.15	0.17
WBGene00019887	R05D8.11.1	780.00	646.16	9.00	0.55	0.62
WBGene00019888	R05F9.1a.1,R05F9.1b.1,R05F9.1c.1,R05F9.1c.2,R05F9.1c.3,R05F9.1c.4,R05F9.1d.1	2034.52	1900.68	1435.00	30.08	33.86
WBGene00019890	R05F9.6.1	1818.00	1684.16	7310.00	172.92	194.67
WBGene00019891	R05F9.7.1	1074.00	940.16	2.00	0.08	0.10
WBGene00019892	R05F9.9.1	1170.00	1036.16	1164.00	44.76	50.38
WBGene00019893	R05F9.10.1	1325.00	1191.16	3872.00	129.50	145.79
WBGene00019894	R05F9.11.1	1678.00	1544.16	776.00	20.02	22.54
WBGene00019895	R05F9.12.1	2986.00	2852.16	6395.00	89.33	100.56
WBGene00019896	R05G6.1.1,R05G6.1.2,R05G6.1.3	1224.00	1090.16	15.00	0.55	0.62
WBGene00019898	R05G6.4.1	1026.00	892.16	1064.00	47.51	53.49
WBGene00019899	R05G6.5.1	854.00	720.16	26.00	1.44	1.62
WBGene00019900	R05G6.7.1	1022.00	888.16	7193.00	322.66	363.23
WBGene00019901	R05G6.9.1	1302.00	1168.16	14.00	0.48	0.54
WBGene00019902	R05G6.10a.1,R05G6.10b.1,R05G6.10c.1,R05G6.10d.1,R05G6.10e.1	1622.78	1488.93	316.00	8.46	9.52
WBGene00019903	R05G9.1.1	186.00	59.76	0.00	0.00	0.00
WBGene00019904	R05G9.2a.1,R05G9.2a.2,R05G9.2a.3,R05G9.2b.1	1296.12	1162.27	154.00	5.28	5.94
WBGene00019905	R05G9.3.1	934.00	800.16	784.00	39.04	43.94
WBGene00019906	R05G9R.1.1	2902.00	2768.16	105.00	1.51	1.70
WBGene00019907	R05H11.1.1	1597.00	1463.16	463.00	12.61	14.19
WBGene00019908	R05H11.2.1,R05H11.2.2,R05H11.2.3	701.60	567.76	6.00	0.42	0.47
WBGene00019909	R06A10.1a.1,R06A10.1b.1	758.95	625.10	28.00	1.78	2.01
WBGene00019911	R06A10.4.1	1599.00	1465.16	135.00	3.67	4.13
WBGene00019912	R06B10.1	4022.00	3888.16	1.00	0.01	0.01
WBGene00019913	R06B10.2	3933.00	3799.16	33.46	0.35	0.40
WBGene00019914	R06B10.3.1	1191.00	1057.16	2346.00	88.41	99.53
WBGene00019915	R06B10.5.1	1498.00	1364.16	277.00	8.09	9.11
WBGene00019916	R06B10.7.1	105.00	8.87	0.00	0.00	0.00
WBGene00019917	R07C3.1.1	1748.00	1614.16	53.00	1.31	1.47
WBGene00019918	R07C3.2a.1,R07C3.2b.1	972.31	838.47	154.00	7.32	8.24
WBGene00019919	R07C3.3.1	1437.00	1303.16	0.00	0.00	0.00
WBGene00019920	R07C3.4.1	2131.00	1997.16	1.00	0.02	0.02
WBGene00019921	R07C3.5.1	955.00	821.16	23.00	1.12	1.26
WBGene00019922	R07C3.6.1	1282.00	1148.16	287.00	9.96	11.21
WBGene00019923	R07C3.7.1	1286.00	1152.16	74.00	2.56	2.88
WBGene00019924	R07C3.8.1	1204.00	1070.16	127.00	4.73	5.32
WBGene00019925	R07C3.9.1	960.00	826.16	25.00	1.21	1.36
WBGene00019926	R07C3.10.1	1448.00	1314.16	4.00	0.12	0.14
WBGene00019927	R07C3.11a.1,R07C3.11b.1	1346.00	1212.16	51.00	1.68	1.89
WBGene00019928	R07C3.12	1689.00	1555.16	3.00	0.08	0.09
WBGene00019929	R07C3.13a.1,R07C3.13b	698.00	564.16	3.00	0.21	0.24
WBGene00019930	R07C3.14	899.00	765.16	2.00	0.10	0.12
WBGene00019931	R07C12.1.1	1153.00	1019.16	6.00	0.23	0.26
WBGene00019932	R07C12.2	1113.00	979.16	131.00	5.33	6.00
WBGene00019933	R07C12.3.1	813.00	679.16	0.00	0.00	0.00
WBGene00019934	R07C12.4	984.00	850.16	0.00	0.00	0.00
WBGene00019935	R07E4.1a.1,R07E4.1b.1,R07E4.1b.2	3414.97	3281.13	340.00	4.13	4.65
WBGene00019937	R07E4.3.1	273.00	140.12	302.00	85.86	96.66
WBGene00019938	R07E4.5.1	2601.00	2467.16	1202.00	19.41	21.85
WBGene00019939	R07G3.2.1	1088.00	954.16	40.00	1.67	1.88
WBGene00019940	R07G3.3a.1,R07G3.3b.1,R07G3.3c,R07G3.3d.1,R07G3.3e.1	6087.91	5954.07	19663.00	131.57	148.12
WBGene00019941	R07G3.5.1	1002.00	868.16	4003.00	183.70	206.80
WBGene00019943	R07G3.7a.1,R07G3.7b.1,R07G3.7b.2	1674.94	1541.10	1439.00	37.20	41.88
WBGene00019944	R07G3.8.1	1282.00	1148.16	169.00	5.86	6.60
WBGene00019945	R08C7.1.1	144.00	28.57	0.00	0.00	0.00
WBGene00019946	R08C7.2a.1,R08C7.2b,R08C7.2c.1,R08C7.2d.1	1279.23	1145.39	2368.57	82.39	92.75
WBGene00019947	R08C7.3.1	734.00	600.16	8521.00	565.65	636.78
WBGene00019948	R08C7.4.1	1522.00	1388.16	11.00	0.32	0.36
WBGene00019949	R08C7.5a.1,R08C7.5b.1	1631.50	1497.66	0.00	0.00	0.00
WBGene00019950	R08C7.6.1	1771.00	1637.16	0.00	0.00	0.00
WBGene00019951	R08C7.8.1	1191.00	1057.16	0.00	0.00	0.00
WBGene00019952	R08C7.9.1	1458.00	1324.16	65.00	1.96	2.20
WBGene00019953	R08C7.10a.1,R08C7.10b.1,R08C7.10c.1,R08C7.10d.1,R08C7.10e.1	2355.52	2221.71	5833.00	104.60	117.75
WBGene00019954	R08C7.11.1	165.00	43.14	0.00	0.00	0.00
WBGene00019955	R08C7.12a.1,R08C7.12b.1,R08C7.12c.1,R08C7.12d.1	1285.90	1152.06	121.43	4.20	4.73
WBGene00019956	R08C7.13.1	1179.00	1045.16	162.00	6.18	6.95
WBGene00019957	R08E3.1a.1,R08E3.1b.1,R08E3.1b.2	5933.03	5799.18	2852.00	19.59	22.06
WBGene00019959	R08E3.3a.1,R08E3.3b.1	1865.63	1731.78	768.00	17.67	19.89
WBGene00019960	R08E3.4a.1,R08E3.4b.1	1940.80	1806.96	176.00	3.88	4.37
WBGene00019961	R08E5.1a.1,R08E5.1b.1,R08E5.1b.2,R08E5.1b.3,R08E5.1b.4	1026.58	892.73	31.00	1.38	1.56
WBGene00019962	R08E5.2.1	1078.00	944.16	1196.00	50.47	56.81
WBGene00019963	R08E5.3.1	1441.00	1307.16	417.00	12.71	14.31
WBGene00019964	R08E5.4.1	496.00	362.16	0.00	0.00	0.00
WBGene00019965	R08F11.1a.1,R08F11.1b.1	2293.77	2159.93	507.00	9.35	10.53
WBGene00019966	R08F11.2.1	1679.00	1545.16	1.00	0.03	0.03
WBGene00019967	R08F11.3.1	1667.00	1533.16	338.00	8.78	9.89
