gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
WBGene00018227	F40B5.3a.1,F40B5.3b.1,F40B5.3b.2,F40B5.3c	822.00	677.85	4.00	0.25	0.29
WBGene00018228	F40C5.1a.1,F40C5.1b.1	555.60	411.85	17.00	1.73	2.03
WBGene00018229	F40C5.2.1,F40C5.2.2	523.00	378.85	88.55	9.81	11.48
WBGene00018230	F40E3.2.1	853.00	708.85	1313.02	77.75	90.94
WBGene00018231	F40E3.3.1	517.00	372.85	0.00	0.00	0.00
WBGene00018232	F40E3.5.1,F40E3.5.2	1234.00	1089.85	27.00	1.04	1.22
WBGene00018233	F40E3.6a.1,F40E3.6b	760.50	616.35	0.00	0.00	0.00
WBGene00018234	F40E12.1.1	354.00	210.11	1.00	0.20	0.23
WBGene00018235	F40E12.2	3887.00	3742.85	36.00	0.40	0.47
WBGene00018236	F40F4.1.1	1264.00	1119.85	23.00	0.86	1.01
WBGene00018237	F40F4.6a.1,F40F4.6b.1	6755.50	6611.34	15982.00	101.47	118.68
WBGene00018238	F40F4.7.1,F40F4.7.2	1149.20	1005.05	614.00	25.64	29.99
WBGene00018239	F40G9.1.1	947.00	802.85	616.00	32.21	37.67
WBGene00018240	F40G9.2.1	321.00	177.42	116.00	27.44	32.10
WBGene00018241	F40G9.5.1	2978.00	2833.85	96.94	1.44	1.68
WBGene00018242	F40G9.6.1	471.00	326.87	3.00	0.39	0.45
WBGene00018243	F40G9.7.1	563.00	418.85	3.00	0.30	0.35
WBGene00018244	F40G9.8.1	822.00	677.85	0.00	0.00	0.00
WBGene00018245	F40G9.9.1	1240.00	1095.85	14.00	0.54	0.63
WBGene00018246	F40G9.10.1	567.00	422.85	2.00	0.20	0.23
WBGene00018247	F40G9.12.1	781.00	636.85	6.00	0.40	0.46
WBGene00018248	F40G9.14.1	786.00	641.85	2.00	0.13	0.15
WBGene00018249	F40H3.1a.1,F40H3.1b.1	1230.47	1086.31	399.00	15.42	18.03
WBGene00018250	F40H3.2.1	548.00	403.85	88.00	9.15	10.70
WBGene00018251	F40H3.3.1	769.00	624.85	9.00	0.60	0.71
WBGene00018252	F40H3.6	1142.00	997.85	17.00	0.72	0.84
WBGene00018253	F40H6.1.1	601.00	456.85	35.00	3.22	3.76
WBGene00018254	F40H6.2	3427.00	3282.85	0.00	0.00	0.00
WBGene00018255	F40H6.5.1	3690.00	3545.85	0.00	0.00	0.00
WBGene00018256	F41A4.1.1	2296.00	2151.85	10.00	0.20	0.23
WBGene00018257	F41B4.1.1	1339.00	1194.85	54.00	1.90	2.22
WBGene00018258	F41B4.2a.1,F41B4.2b.1	600.00	455.85	76.00	7.00	8.18
WBGene00018259	F41B4.3.1	485.00	340.86	60.00	7.39	8.64
WBGene00018260	F41B5.2.1	1560.00	1415.85	163.00	4.83	5.65
WBGene00018261	F41B5.3a.1,F41B5.3b.1	1568.00	1423.85	39.80	1.17	1.37
WBGene00018262	F41B5.4.1	1784.00	1639.85	36.00	0.92	1.08
WBGene00018264	F41B5.7a.1,F41B5.7b.1	1778.00	1633.85	2.00	0.05	0.06
WBGene00018265	F41B5.9.1,F41B5.9.2	1315.71	1171.56	137.00	4.91	5.74
WBGene00018266	F41B5.10.1	1345.00	1200.85	58.00	2.03	2.37
WBGene00018267	F41C3.1.1	520.00	375.85	1.00	0.11	0.13
WBGene00018268	F41C3.2.1	1745.00	1600.85	338.00	8.86	10.37
WBGene00018269	F41C3.3.1	1662.00	1517.85	2465.00	68.17	79.73
WBGene00018270	F41C3.4.1	829.00	684.85	837.00	51.30	60.00
WBGene00018271	F41C3.5.1	1502.00	1357.85	12244.00	378.50	442.69
WBGene00018273	F41C3.7a.1,F41C3.7b.1	1248.74	1104.59	2.00	0.08	0.09
WBGene00018274	F41C3.8a.1,F41C3.8b.1	1104.01	959.86	49.00	2.14	2.51
WBGene00018275	F41C3.11.1	1326.00	1181.85	98.00	3.48	4.07
WBGene00018278	F41C6.4a.1,F41C6.4b.1	1315.38	1171.23	16.00	0.57	0.67
WBGene00018279	F41C6.6.1	910.00	765.85	1.00	0.05	0.06
WBGene00018280	F41C6.7.1	1804.00	1659.85	100.00	2.53	2.96
WBGene00018281	F41D9.1.1	2701.00	2556.85	87.00	1.43	1.67
WBGene00018282	F41D9.2a.1,F41D9.2b.1	848.00	703.85	51.00	3.04	3.56
WBGene00018283	F41D9.5.1	2623.00	2478.85	27.00	0.46	0.53
WBGene00018284	F41E6.1.1,F41E6.1.2	431.00	286.89	1.00	0.15	0.17
WBGene00018285	F41E6.4a.1,F41E6.4b.1,F41E6.4b.2,F41E6.4c	3937.94	3793.79	4394.00	48.62	56.86
WBGene00018286	F41E6.5a.1,F41E6.5b.1,F41E6.5b.2	1342.14	1197.99	201.00	7.04	8.24
WBGene00018288	F41E6.7.1	897.00	752.85	6.00	0.33	0.39
WBGene00018289	F41E6.8.1	749.00	604.85	5.00	0.35	0.41
WBGene00018290	F41E6.9.1	825.00	680.85	2953.00	182.06	212.93
WBGene00018291	F41E6.10.1	288.00	145.08	0.00	0.00	0.00
WBGene00018292	F41E6.11.1	1067.00	922.85	5.00	0.23	0.27
WBGene00018293	F41E6.12.1	1060.00	915.85	243.00	11.14	13.03
WBGene00018294	F41E6.13a.1,F41E6.13b.1	1776.15	1631.99	2160.00	55.56	64.98
WBGene00018295	F41E6.14.1,F41E6.14.2	2123.00	1978.85	7.00	0.15	0.17
WBGene00018296	F41F3.1.1	519.00	374.85	12.00	1.34	1.57
WBGene00018297	F41F3.3.1	471.00	326.87	157.00	20.16	23.58
WBGene00018298	F41G3.1.1	426.00	281.90	79.00	11.76	13.76
WBGene00018300	F41G3.3a.1,F41G3.3b.1	2609.02	2464.86	4.00	0.07	0.08
WBGene00018301	F41G3.5.1	1093.00	948.85	17.00	0.75	0.88
WBGene00018302	F41G3.6.1	1071.00	926.85	1534.00	69.47	81.25
WBGene00018303	F41G3.10.1	763.00	618.85	532.00	36.08	42.20
WBGene00018304	F41G3.12.1	4804.00	4659.85	60.00	0.54	0.63
WBGene00018305	F41G3.14.1	933.00	788.85	719.00	38.26	44.75
WBGene00018307	F41G4.1.1	938.00	793.85	22.00	1.16	1.36
WBGene00018309	F41G4.5	3059.00	2914.85	6.39	0.09	0.11
WBGene00018310	F41G4.7.1	1310.00	1165.85	24.79	0.89	1.04
WBGene00018311	F41G4.8.1	887.00	742.85	54.00	3.05	3.57
WBGene00018312	F41H8.1.1	1006.00	861.85	0.00	0.00	0.00
WBGene00018313	F41H8.2.1	1057.00	912.85	0.00	0.00	0.00
WBGene00018314	F41H10.1.1	747.00	602.85	140.72	9.80	11.46
WBGene00018315	F41H10.2.1	621.00	476.85	0.00	0.00	0.00
WBGene00018316	F41H10.3a.1,F41H10.3b.1,F41H10.3c.1,F41H10.3d.1,F41H10.3e.1	3534.24	3390.09	4216.00	52.20	61.05
WBGene00018317	F41H10.4.1	1900.00	1755.85	1484.00	35.48	41.49
WBGene00018318	F41H10.5.1,F41H10.5.2	931.00	786.85	11.00	0.59	0.69
WBGene00018319	F41H10.6a.1,F41H10.6b.1,F41H10.6c.1,F41H10.6d.1	2110.56	1966.42	3671.00	78.36	91.65
WBGene00018321	F41H10.11.1	1524.00	1379.85	2277.00	69.27	81.01
WBGene00018322	F41H10.12.1	775.00	630.85	0.00	0.00	0.00
WBGene00018323	F42A6.1.1	1005.00	860.85	1.00	0.05	0.06
WBGene00018324	F42A6.2.1	354.00	210.11	2.00	0.40	0.47
WBGene00018325	F42A6.3	2343.00	2198.85	6.87	0.13	0.15
WBGene00018326	F42A6.4	1506.00	1361.85	1.29	0.04	0.05
WBGene00018327	F42A6.5.1	542.00	397.85	1.03	0.11	0.13
WBGene00018328	F42A6.6a.1,F42A6.6b.1,F42A6.6c.1,F42A6.6d.1	717.70	573.55	406.00	29.71	34.75
WBGene00018329	F42A6.8	1014.00	869.85	0.00	0.00	0.00
WBGene00018330	F42A6.9.1	2862.00	2717.85	358.00	5.53	6.47
WBGene00018332	F42A9.3.1	470.00	325.87	12.00	1.55	1.81
WBGene00018333	F42A9.4.1	890.00	745.85	12.00	0.68	0.79
WBGene00018334	F42A9.5.1,F42A9.5.2,F42A9.5.3	1604.48	1460.32	184.00	5.29	6.19
WBGene00018335	F42A9.6a.1,F42A9.6a.2,F42A9.6a.3,F42A9.6b.1,F42A9.6c.1,F42A9.6c.2	724.67	580.52	1288.00	93.13	108.92
WBGene00018336	F42A9.7.1	927.00	782.85	34.00	1.82	2.13
WBGene00018337	F42A9.8a.1,F42A9.8b.1	445.00	300.88	446.00	62.22	72.77
WBGene00018338	F42A9.9.1	774.00	629.85	3.00	0.20	0.23
WBGene00018339	F42A10.1.1,F42A10.1.2	2425.47	2281.32	4803.00	88.37	103.36
WBGene00018340	F42A10.3.1	1114.00	969.85	497.00	21.51	25.16
WBGene00018341	F42A10.5.1,F42A10.5.2	1433.40	1289.24	3919.00	127.60	149.23
WBGene00018342	F42A10.6.1	568.00	423.85	477.00	47.24	55.25
WBGene00018343	F42A10.7.1	672.00	527.85	254.00	20.20	23.62
WBGene00018344	F42C5.2.1	1221.00	1076.85	13.00	0.51	0.59
WBGene00018345	F42C5.3a.1,F42C5.3b.1	959.96	815.81	8.00	0.41	0.48
WBGene00018346	F42C5.4a.1,F42C5.4b.1	2204.00	2059.85	74.00	1.51	1.76
WBGene00018347	F42C5.5a.1,F42C5.5b.1	1085.00	940.85	25.00	1.12	1.30
WBGene00018348	F42C5.6.1	535.00	390.85	19.00	2.04	2.39
WBGene00018349	F42C5.9.1	1990.00	1845.85	760.00	17.28	20.21
WBGene00018350	F42C5.10.1	4037.00	3892.85	651.00	7.02	8.21
WBGene00018351	F42G2.2a.1,F42G2.2b.1,F42G2.2b.2,F42G2.2c.1	2043.66	1899.51	248.48	5.49	6.42
WBGene00018352	F42G2.3.1	1557.00	1412.85	10.00	0.30	0.35
WBGene00018353	F42G2.4.1	2037.00	1892.85	143.52	3.18	3.72
WBGene00018354	F42G2.5.1	1557.00	1412.85	22.00	0.65	0.76
WBGene00018355	F42G2.6.1,F42G2.6.2	2416.00	2271.85	182.00	3.36	3.93
WBGene00018356	F42G8.5.1	1451.00	1306.85	74.00	2.38	2.78
WBGene00018357	F42G8.6.1	1348.00	1203.85	947.00	33.02	38.62
WBGene00018358	F42G8.7a.1,F42G8.7b.1	1771.00	1626.85	58.00	1.50	1.75
WBGene00018359	F42G8.8.1	1243.00	1098.85	41.00	1.57	1.83
WBGene00018360	F42G8.9.1	1198.00	1053.85	16.00	0.64	0.75
WBGene00018361	F42G8.10.1	732.00	587.85	2199.00	157.02	183.65
WBGene00018362	F42G9.1a.1,F42G9.1b.1	1961.98	1817.82	4860.00	112.22	131.25
WBGene00018363	F42G9.4.1	281.00	138.30	18.00	5.46	6.39
WBGene00018364	F42G9.6a.1,F42G9.6b.1,F42G9.6c.1	2497.81	2353.65	2525.00	45.03	52.67
WBGene00018365	F42G9.8.1,F42G9.8.2	1135.00	990.85	2.00	0.08	0.10
WBGene00018366	F42H10.2.1	429.00	284.89	561.00	82.66	96.67
WBGene00018367	F42H10.3a.1,F42H10.3b.1	1254.82	1110.66	218.00	8.24	9.64
WBGene00018369	F42H10.5a.1,F42H10.5a.2,F42H10.5a.3,F42H10.5b.1	3485.09	3340.94	140.00	1.76	2.06
WBGene00018370	F42H10.6.1,F42H10.6.2	624.59	480.44	359.00	31.37	36.68
WBGene00018371	F42H10.7a.1,F42H10.7b.1	1721.73	1577.57	2146.00	57.10	66.78
WBGene00018373	F43B10.1a.1,F43B10.1b.1,F43B10.1c.1,F43B10.1d.1	3068.74	2924.59	257.00	3.69	4.31
WBGene00018374	F43B10.2a.1,F43B10.2b.1	2511.76	2367.61	68.00	1.21	1.41
WBGene00018375	F43C9.1.1	1302.00	1157.85	43.00	1.56	1.82
WBGene00018376	F43C9.2a.1,F43C9.2b.1,F43C9.2c.1	784.48	640.33	193.00	12.65	14.80
WBGene00018377	F43C9.3.1	2562.00	2417.85	0.00	0.00	0.00
WBGene00018378	F43C11.1a.1,F43C11.1b.1	516.00	371.85	15.00	1.69	1.98
WBGene00018379	F43C11.2.1	592.00	447.85	17.00	1.59	1.86
WBGene00018380	F43C11.3.1	478.00	333.86	17.00	2.14	2.50
WBGene00018381	F43C11.4.1	801.00	656.85	0.00	0.00	0.00
WBGene00018382	F43C11.5	552.00	407.85	0.00	0.00	0.00
WBGene00018383	F43C11.6.1	703.00	558.85	11.00	0.83	0.97
WBGene00018384	F43C11.7.1	972.00	827.85	173.00	8.77	10.26
WBGene00018385	F43C11.8.1	1040.00	895.85	0.00	0.00	0.00
WBGene00018386	F43C11.9.1,F43C11.9.2	1098.96	954.81	387.00	17.01	19.90
WBGene00018387	F43C11.10.1	1701.00	1556.85	1.00	0.03	0.03
WBGene00018388	F43C11.11.1	634.00	489.85	0.00	0.00	0.00
WBGene00018389	F43C11.12.1	594.00	449.85	14.00	1.31	1.53
WBGene00018390	F43E2.1.1	1797.00	1652.85	692.00	17.57	20.55
WBGene00018391	F43E2.2.1	608.00	463.85	1823.00	164.97	192.94
WBGene00018392	F43E2.3a.1,F43E2.3a.2,F43E2.3a.3,F43E2.3b.1	2164.10	2019.95	92.00	1.91	2.24
WBGene00018393	F43E2.5.1	688.00	543.85	4657.00	359.44	420.39
WBGene00018394	F43E2.6a.1,F43E2.6b.1,F43E2.6b.2	947.00	802.85	4.72	0.25	0.29
WBGene00018395	F43E2.7.1	1316.00	1171.85	4488.00	160.76	188.02
WBGene00018397	F43E2.11.1,F43E2.11.2	584.00	439.86	0.00	0.00	0.00
WBGene00018398	F43H9.2a.1,F43H9.2b.1,F43H9.2b.2	1838.26	1694.11	499.00	12.36	14.46
WBGene00018399	F43H9.3.1	1494.00	1349.85	625.00	19.44	22.73
WBGene00018400	F43H9.4.1	968.00	823.85	231.00	11.77	13.77
WBGene00018402	F44A2.2.1	1824.00	1679.85	15.00	0.37	0.44
WBGene00018403	F44A2.3.1	2061.00	1916.85	184.00	4.03	4.71
WBGene00018404	F44A2.4.1	1155.00	1010.85	0.00	0.00	0.00
WBGene00018405	F44A2.5a.1,F44A2.5b.1	1784.02	1639.87	156.00	3.99	4.67
WBGene00018406	F44A2.7.1	984.00	839.85	1.00	0.05	0.06
WBGene00018407	F44B9.2.1	1580.00	1435.85	304.00	8.89	10.39
WBGene00018408	F44B9.5.1	1310.00	1165.85	1094.00	39.39	46.07
WBGene00018409	F44B9.8.1	1289.00	1144.85	3822.00	140.13	163.90
WBGene00018410	F44B9.9.1	770.00	625.85	2.00	0.13	0.16
WBGene00018411	F44B9.10.1	547.00	402.85	14.00	1.46	1.71
WBGene00018412	F44C4.2.1	1470.00	1325.85	0.00	0.00	0.00
WBGene00018413	F44C8.1.1	1583.00	1438.85	110.20	3.21	3.76
WBGene00018414	F44C8.7.1	1198.00	1053.85	0.00	0.00	0.00
WBGene00018415	F44C8.9a.1,F44C8.9b	1304.00	1159.85	32.00	1.16	1.35
WBGene00018417	F44E2.3.1	917.00	772.85	784.00	42.58	49.80
WBGene00018418	F44E2.4.1	4212.00	4067.85	126.00	1.30	1.52
WBGene00018419	F44E2.6a.1,F44E2.6a.2,F44E2.6b.1	558.83	414.68	441.00	44.64	52.21
WBGene00018420	F44E2.7a.1,F44E2.7b.1,F44E2.7c.1,F44E2.7d.1	1623.11	1478.95	2474.00	70.22	82.12
WBGene00018421	F44E2.8.1	1152.00	1007.85	2795.38	116.42	136.17
WBGene00018422	F44E2.9.1	477.00	332.86	288.00	36.32	42.48
WBGene00018423	F44E2.10.1	1115.00	970.85	939.00	40.60	47.48
WBGene00018424	F44E7.2.1,F44E7.2.2	1225.02	1080.87	2280.60	88.57	103.59
WBGene00018425	F44E7.3.1,F44E7.3.2,F44E7.3.3	389.00	244.97	3.00	0.51	0.60
WBGene00018426	F44E7.4a.1,F44E7.4b.1,F44E7.4c.1,F44E7.4d.1	3320.62	3176.46	13577.82	179.43	209.85
WBGene00018427	F44E7.5a.1,F44E7.5b.1	1542.69	1398.53	1446.00	43.40	50.76
WBGene00018428	F44E7.6.1	1098.00	953.85	4.00	0.18	0.21
WBGene00018429	F44E7.7a.1,F44E7.7b.1,F44E7.7b.2,F44E7.7c.1	1388.07	1243.92	9.00	0.30	0.36
WBGene00018430	F44E7.8a.1,F44E7.8b.1	1363.00	1218.85	48.00	1.65	1.93
WBGene00018431	F44E7.9.1	624.00	479.85	898.00	78.55	91.87
WBGene00018432	F45C12.1.1	1544.00	1399.85	1.00	0.03	0.04
WBGene00018433	F45C12.2.1	872.00	727.85	51.00	2.94	3.44
WBGene00018434	F45C12.3.1	1401.00	1256.85	0.00	0.00	0.00
WBGene00018435	F45C12.4.1	1031.00	886.85	39.00	1.85	2.16
WBGene00018436	F45C12.5.1	1025.00	880.85	16.00	0.76	0.89
WBGene00018437	F45C12.6.1	1143.00	998.85	92.00	3.87	4.52
WBGene00018438	F45C12.7.1	1050.00	905.85	364.00	16.87	19.73
WBGene00018439	F45C12.8.1	914.00	769.85	48.00	2.62	3.06
WBGene00018440	F45C12.9	554.00	409.85	0.00	0.00	0.00
WBGene00018441	F45C12.10	832.00	687.85	2.00	0.12	0.14
WBGene00018442	F45C12.11a.1,F45C12.11b.1	864.13	719.98	18.00	1.05	1.23
WBGene00018443	F45C12.12.1	1009.00	864.85	152.00	7.38	8.63
WBGene00018444	F45C12.13.1	1089.00	944.85	28.00	1.24	1.45
WBGene00018445	F45C12.14.1	1494.00	1349.85	5.00	0.16	0.18
WBGene00018446	F45C12.15.1,F45C12.15.2	1789.70	1645.55	635.00	16.20	18.94
WBGene00018447	F45C12.16.1	1581.00	1436.85	0.00	0.00	0.00
WBGene00018448	F45D11.1	1670.00	1525.85	6.24	0.17	0.20
WBGene00018449	F45D11.2	1109.00	964.85	2.33	0.10	0.12
WBGene00018450	F45D11.3	1109.00	964.85	2.33	0.10	0.12
WBGene00018451	F45D11.4	1109.00	964.85	2.33	0.10	0.12
WBGene00018452	F45D11.5.1	861.00	716.85	13.00	0.76	0.89
WBGene00018454	F45D11.8	844.00	699.85	2.00	0.12	0.14
WBGene00018455	F45D11.9.1	1129.00	984.85	296.00	12.62	14.76
WBGene00018456	F45D11.10a.1,F45D11.10b.1	932.49	788.33	46.00	2.45	2.86
WBGene00018457	F45D11.12.1	379.00	235.00	2.00	0.36	0.42
WBGene00018458	F45D11.13.1	966.00	821.85	10.00	0.51	0.60
WBGene00018459	F45D11.14.1	1527.00	1382.85	220.05	6.68	7.81
WBGene00018460	F45D11.15.1	1506.00	1361.85	4.48	0.14	0.16
WBGene00018461	F45D11.16.1	1506.00	1361.85	4.48	0.14	0.16
WBGene00018462	F45E1.1.1,F45E1.1.2,F45E1.1.3	831.45	687.30	39.00	2.38	2.79
WBGene00018463	F45E1.2.1	345.00	201.18	0.00	0.00	0.00
WBGene00018465	F45E1.4.1	1039.00	894.85	428.00	20.08	23.48
WBGene00018466	F45E1.5.1	2133.00	1988.85	27.00	0.57	0.67
WBGene00018467	F45E1.7a.1,F45E1.7a.2,F45E1.7b.1	1618.94	1474.78	248.00	7.06	8.26
WBGene00018468	F45E4.3a.1,F45E4.3b.1,F45E4.3c.1,F45E4.3d.1,F45E4.3e.1,F45E4.3f.1	14926.01	14781.85	779.00	2.21	2.59
WBGene00018470	F45E4.5a.1,F45E4.5b.1,F45E4.5c.1,F45E4.5d.1	508.84	364.70	36.00	4.14	4.85
WBGene00018471	F45E4.6.1	1108.00	963.85	19.00	0.83	0.97
WBGene00018472	F45E4.7a.1,F45E4.7b.1,F45E4.7c.1	1722.00	1577.85	1.00	0.03	0.03
WBGene00018473	F45E4.11.1	1828.00	1683.85	73.00	1.82	2.13
WBGene00018474	F45E12.1a.1,F45E12.1a.2,F45E12.1b.1	1344.27	1200.12	579.00	20.25	23.69
WBGene00018475	F45E12.5a.1,F45E12.5b.1	627.92	483.76	1245.00	108.03	126.34
WBGene00018476	F45E12.6.1	357.00	213.10	2.00	0.39	0.46
WBGene00018477	F45F2.1.1	1677.00	1532.85	7.00	0.19	0.22
WBGene00018478	F45F2.5.1	1817.00	1672.85	1.00	0.03	0.03
WBGene00018479	F45F2.6.1	1746.00	1601.85	4.00	0.10	0.12
WBGene00018480	F45F2.7.1	2025.00	1880.85	0.00	0.00	0.00
WBGene00018481	F45F2.9.1	621.00	476.85	469.00	41.28	48.29
WBGene00018482	F45F2.10.1,F45F2.10.2,F45F2.10.3,F45F2.10.4	3792.82	3648.66	4462.00	51.33	60.04
WBGene00018483	F45F2.11a.1,F45F2.11a.2,F45F2.11b.1	1516.51	1372.36	1456.00	44.53	52.09
WBGene00018484	F46C8.1.1	892.00	747.85	7.00	0.39	0.46
WBGene00018485	F46C8.3.1	788.00	643.85	52.00	3.39	3.97
WBGene00018486	F46C8.7a.1,F46C8.7b	1469.00	1324.85	2.00	0.06	0.07
WBGene00018487	F46C8.8.1	1091.00	946.85	20.00	0.89	1.04
WBGene00018488	F46E10.1a.1,F46E10.1b.1,F46E10.1c.1	2309.82	2165.66	3093.00	59.95	70.12
WBGene00018489	F46E10.2.1	493.00	348.86	66.00	7.94	9.29
WBGene00018490	F46E10.3.1	498.00	353.86	1.00	0.12	0.14
WBGene00018491	F46E10.10.1	1149.00	1004.85	9517.00	397.56	464.97
WBGene00018492	F46E10.11.1	561.00	416.85	39.00	3.93	4.59
WBGene00018493	F46F5.1a.1,F46F5.1b.1	939.00	794.85	6.00	0.32	0.37
WBGene00018494	F46F5.2	1656.00	1511.85	0.00	0.00	0.00
WBGene00018495	F46F5.4	1146.00	1001.85	0.00	0.00	0.00
WBGene00018496	F46F5.5.1	808.00	663.85	18.00	1.14	1.33
WBGene00018497	F46F5.6.1	321.00	177.42	13.05	3.09	3.61
WBGene00018498	F46F5.7a.1,F46F5.7b.1,F46F5.7c.1	1091.59	947.44	14.00	0.62	0.73
WBGene00018499	F46F5.8.1	207.00	70.16	0.00	0.00	0.00
WBGene00018500	F46F5.9.1	315.00	171.51	11.95	2.92	3.42
WBGene00018501	F46F5.10.1	1110.00	965.85	0.00	0.00	0.00
WBGene00018502	F46F5.11.1	2495.00	2350.85	4.00	0.07	0.08
WBGene00018503	F46F5.12	608.00	463.85	0.00	0.00	0.00
WBGene00018504	F46F5.13.1	345.00	201.18	0.00	0.00	0.00
WBGene00018505	F46F5.14.1	1213.00	1068.85	3.00	0.12	0.14
WBGene00018506	F46F5.15a.1,F46F5.15b.1	572.00	427.85	6.00	0.59	0.69
WBGene00018507	F46F5.16.1	702.00	557.85	2.00	0.15	0.18
WBGene00018508	F46F11.1a.1,F46F11.1b.1	4091.55	3947.40	3405.00	36.21	42.35
WBGene00018509	F46F11.6.1	1488.00	1343.85	3091.00	96.55	112.92
WBGene00018510	F46F11.7.1	1092.00	947.85	202.00	8.95	10.46
WBGene00018511	F46F11.8.1	1294.00	1149.85	1380.00	50.38	58.92
WBGene00018512	F46F11.9a.1,F46F11.9b.1	4102.63	3958.47	2683.00	28.45	33.27
WBGene00018513	F46F11.10.1	1290.00	1145.85	547.00	20.04	23.44
WBGene00018514	F46G11.1a.1,F46G11.1b.1,F46G11.1c.1,F46G11.1d.1	2073.00	1928.85	20.00	0.44	0.51
WBGene00018515	F46G11.2.1	1241.00	1096.85	18.00	0.69	0.81
WBGene00018516	F46G11.3.1,F46G11.3.2	2031.16	1887.00	254.00	5.65	6.61
WBGene00018517	F46G11.4.1	339.00	195.23	8.00	1.72	2.01
WBGene00018518	F46H5.2a.1,F46H5.2a.2,F46H5.2b.1,F46H5.2c.1,F46H5.2c.2,F46H5.2c.3	1834.70	1690.55	709.00	17.60	20.59
WBGene00018519	F46H5.3a.1,F46H5.3b.1	1374.31	1230.16	18825.00	642.35	751.27
WBGene00018520	F46H5.4.1	6460.00	6315.85	1258.00	8.36	9.78
WBGene00018521	F46H5.5.1	1086.00	941.85	8.00	0.36	0.42
WBGene00018522	F46H5.7a.1,F46H5.7b.1,F46H5.7c.1	2114.55	1970.39	1919.00	40.88	47.81
WBGene00018523	F46H5.8.1	1273.00	1128.85	148.00	5.50	6.44
WBGene00018525	F47B3.1.1	1092.00	947.85	27.00	1.20	1.40
WBGene00018526	F47B3.2.1	418.00	273.91	3.26	0.50	0.58
WBGene00018527	F47B3.3.1	438.00	293.89	2.97	0.42	0.50
WBGene00018528	F47B3.4.1	965.00	820.85	15.00	0.77	0.90
WBGene00018529	F47B3.5.1	786.00	641.85	0.00	0.00	0.00
WBGene00018530	F47B3.6.1	1092.00	947.85	0.00	0.00	0.00
WBGene00018531	F47B3.7.1	1248.00	1103.85	46.74	1.78	2.08
WBGene00018532	F47B7.1.1	422.00	277.90	472.00	71.29	83.38
WBGene00018533	F47B7.2a.1,F47B7.2b.1,F47B7.2c.1	2235.72	2091.57	1222.00	24.52	28.68
WBGene00018534	F47B7.3.1	633.00	488.85	0.00	0.00	0.00
WBGene00018535	F47B7.4.1	790.00	645.85	0.00	0.00	0.00
WBGene00018536	F47B7.5.1	585.00	440.85	0.00	0.00	0.00
WBGene00018537	F47B7.6	657.00	512.85	10.00	0.82	0.96
WBGene00018538	F47B7.7a.1,F47B7.7b.1	1308.57	1164.41	101.00	3.64	4.26
WBGene00018539	F47C10.1.1	1606.00	1461.85	0.00	0.00	0.00
WBGene00018540	F47C10.2	876.00	731.85	59.00	3.38	3.96
WBGene00018541	F47C10.3a.1,F47C10.3b.1	954.00	809.85	3.00	0.16	0.18
WBGene00018542	F47C10.4.1	1242.00	1097.85	2.00	0.08	0.09
WBGene00018543	F47C10.6.1	1649.00	1504.85	18.00	0.50	0.59
WBGene00018544	F47C10.7a.1,F47C10.7b.1	1017.00	872.85	0.00	0.00	0.00
WBGene00018545	F47C10.8.1	1134.00	989.85	0.00	0.00	0.00
WBGene00018547	F47C12.2.1	10850.00	10705.85	57.00	0.22	0.26
WBGene00018548	F47C12.4.1	1805.00	1660.85	83.22	2.10	2.46
WBGene00018549	F47C12.6.1	1297.00	1152.85	1.00	0.04	0.04
WBGene00018550	F47C12.7.1	459.00	314.87	0.00	0.00	0.00
WBGene00018551	F47C12.8.1	463.00	318.87	0.00	0.00	0.00
WBGene00018552	F47D2.1a.1,F47D2.1b	608.50	469.94	0.00	0.00	0.00
WBGene00018553	F47D2.2	834.00	689.85	0.00	0.00	0.00
WBGene00018554	F47D2.3.1	1068.00	923.85	0.00	0.00	0.00
WBGene00018555	F47D2.4.1	999.00	854.85	0.00	0.00	0.00
WBGene00018556	F47D2.5.1	984.00	839.85	0.00	0.00	0.00
WBGene00018557	F47D2.6.1	1015.00	870.85	0.00	0.00	0.00
WBGene00018558	F47D2.7a.1,F47D2.7b.1	1109.50	965.35	0.00	0.00	0.00
WBGene00018559	F47D2.8.1	984.00	839.85	0.00	0.00	0.00
WBGene00018560	F47D12.3.1	504.00	359.86	22.00	2.57	3.00
WBGene00018561	F47D12.5.1	2243.00	2098.85	75.00	1.50	1.75
WBGene00018562	F47D12.6.1	427.00	282.90	61.00	9.05	10.59
WBGene00018563	F47D12.7.1	1996.00	1851.85	65.00	1.47	1.72
WBGene00018564	F47D12.9a.1,F47D12.9a.2,F47D12.9b.1,F47D12.9b.2	2115.47	1971.31	2011.00	42.82	50.08
WBGene00018565	F47E1.1.1	493.00	348.86	1.00	0.12	0.14
WBGene00018566	F47E1.2.1	2404.00	2259.85	145.00	2.69	3.15
WBGene00018567	F47E1.3.1	612.00	467.85	3.00	0.27	0.31
WBGene00018568	F47E1.4.1	2470.00	2325.85	79.00	1.43	1.67
