"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00046070","Y45F10D.22","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046207","Y41E3.44","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046303","Y105C5A.109","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046388","Y40H7A.48","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046437","C24D10.11","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046441","Y4C6B.10","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046447","Y105C5B.119","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046634","C47A4.22","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046658","H32C10.9","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046905","Y40H7A.57","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046906","T23G4.16","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046973","Y105C5A.167","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00046977","Y105C5B.176","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00047176","Y51H4A.139","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00047189","Y51H4A.142","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00047312","W03F8.20","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00047350","F26D12.13","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00047439","Y116A8A.35","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00047556","H12I19.27","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00047684","Y51H4A.182","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00047768","Y105C5A.242","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00048084","Y45F10D.37","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00048189","B0273.24","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00048345","ZK616.17","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00048474","H06H21.12","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00048563","LLC1.29","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00048708","Y116A8C.135","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00048834","Y116A8C.137","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00048945","Y73F8A.329","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00049116","Y45F10D.45","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00049176","Y57G11C.345","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00049454","Y57G11C.367","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00049470","Y105C5B.449","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00049537","Y57G11C.371","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00049823","Y57G11B.83","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00049904","Y51H4A.330","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00050124","Y51H4A.348","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00050152","Y105C5A.449","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00050237","C08F11.53","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00050264","Y51H4A.366","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00050482","Y57G11C.462","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00050650","Y105C5B.583","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00050677","Y51H4A.384","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00077496","WBGene00077496","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00077673","WBGene00077673","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00165045","R05A10.62","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165158","B0273.41","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165161","Y41E3.222","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165339","T23G4.55","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165425","Y105C5B.644","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165608","Y41E3.238","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165742","Y116A8A.73","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165759","C31H1.38","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165872","C09B9.28","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00165911","C35D6.67","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166030","Y57G11C.558","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166303","C09B9.31","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166385","Y4C6B.40","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166474","Y64G10A.193","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166532","Y105C5B.728","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166557","Y51H4A.488","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166612","Y65A5A.14","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166721","Y7A9C.18","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166919","Y41E3.266","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00166930","C11D2.56","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00167040","Y105C5B.761","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00167183","Y4C6B.48","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00167509","C27H2.70","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00167644","Y57G11C.666","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00167930","Y64G10A.216","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168114","Y57G11C.702","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168184","Y105C5A.741","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168236","C45E5.28","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168246","Y41E3.306","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168268","Y40H7A.208","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168280","Y105C5A.747","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168362","Y57G11C.719","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168606","C39H7.43","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00168730","Y57G11B.159","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00169077","H25K10.91","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00169166","Y105C5B.938","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00169200","Y37A1B.229","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00169623","H06H21.25","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00169762","Y105C5B.986","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00169880","B0350.48","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170009","Y64G10A.254","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170067","Y43D4A.118","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170071","C10G6.35","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170155","Y116A8C.334","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170159","F26D12.63","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170176","Y65A5A.19","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170304","Y116A8C.336","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170438","Y43D4A.123","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170478","Y51H4A.684","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170506","Y51H4A.687","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00170530","Y57G11C.859","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00171255","H08M01.92","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00171427","Y116A8B.75","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00171428","Y105C5A.1005","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00171562","F52B11.78","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00171810","Y57G11A.180","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00171827","Y51H4A.767","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00171940","C31H1.73","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00171958","Y37A1B.283","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00172027","H06H21.29","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00172117","Y105C5A.1056","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00172138","Y40H7A.267","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00172213","C39H7.56","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00172288","R05A10.100","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00172480","C47A4.122","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00172879","C24D10.43","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00172995","Y45F10D.120","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00173236","Y105C5A.1142","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00173477","Y105C5B.1281","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00173825","Y57G11C.1064","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00173921","Y73F8A.1087","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174010","Y9C9A.95","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174156","H06H21.34","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174203","Y43D4A.149","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174217","Y57G11C.1080","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174227","C31H1.90","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174343","Y105C5B.1358","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174347","Y51H4A.901","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174358","Y105C5B.1359","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174532","Y51H4A.909","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174554","AC7.79","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174636","AC7.80","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174797","AC7.81","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00174928","C11D2.96","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00175016","C11D2.97","piRNA",1.688,0.783,0,0,-5.553,NA
"WBGene00195048","WBGene00195048","WAGO",1.688,0.783,0,0,-5.553,NA
"WBGene00195402","WBGene00195402","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00195954","WBGene00195954","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00196036","WBGene00196036","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00196229","WBGene00196229","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00196452","WBGene00196452","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00196731","WBGene00196731","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00197064","WBGene00197064","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00197794","WBGene00197794","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00198096","WBGene00198096","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00198174","WBGene00198174","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00198469","WBGene00198469","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00198693","WBGene00198693","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00199039","WBGene00199039","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00199850","WBGene00199850","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00200749","WBGene00200749","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00201005","WBGene00201005","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00201032","WBGene00201032","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00201255","WBGene00201255","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00201711","WBGene00201711","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00201826","WBGene00201826","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00201928","WBGene00201928","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00201962","WBGene00201962","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00202456","WBGene00202456","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00219790","WBGene00219790","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00219861","WBGene00219861","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00235167","WBGene00235167","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00235284","WBGene00235284","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00255733","WBGene00255733","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00303040","WBGene00303040","unk",1.688,0.783,0,0,-5.553,NA
"WBGene00017805","WBGene00017805","unk",2.531,8.608,1.373,4.25,-1.949,0.672
"WBGene00305307","WBGene00305307","unk",3.375,4.695,5.491,8.5,1.741,0.672
"WBGene00010930","srt-46","unk",10.969,17.216,9.61,9.562,-1.472,0.672
"WBGene00017120","tctn-1","unk",11.813,23.476,10.983,13.812,-1.42,0.673
"WBGene00015522","WBGene00015522","unk",1.688,2.348,4.119,4.25,2.071,0.673
"WBGene00019285","cbn-1","unk",0.844,4.695,5.491,5.312,1.938,0.673
"WBGene00017108","cyp-43A1","unk",7.594,11.738,12.356,15.937,1.466,0.673
"WBGene00003473","mtl-1","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00005806","srw-59","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00018221","WBGene00018221","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00018706","WBGene00018706","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00020045","glb-23","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00173856","Y57G11C.1065","piRNA",0.844,3.13,0,1.062,-3.397,NA
"WBGene00194692","WBGene00194692","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00197253","WBGene00197253","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00198650","WBGene00198650","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00219613","linc-148","unk",0.844,3.13,0,1.062,-3.397,NA
"WBGene00008886","WBGene00008886","unk",5.063,12.521,13.729,12.749,1.5,0.673
"WBGene00014106","WBGene00014106","WAGO",819.289,752.023,816.851,853.139,1.063,0.673
"WBGene00008888","WBGene00008888","WAGO",280.128,271.542,252.606,251.798,-1.094,0.673
"WBGene00009537","ccch-2","unk",3.375,6.26,2.746,2.125,-1.992,0.673
"WBGene00019917","clec-43","unk",3.375,6.26,2.746,2.125,-1.992,0.673
"WBGene00016792","WBGene00016792","CSR",283.503,299.714,311.639,322.982,1.088,0.673
"WBGene00219768","linc-160","unk",1.688,0.783,2.746,3.187,2.415,0.674
"WBGene00001867","him-8","unk",415.129,381.881,370.672,366.542,-1.081,0.674
"WBGene00045327","mir-793","unk",2.531,3.913,1.373,10.624,1.89,0.674
"WBGene00016120","WBGene00016120","unk",2067.206,1961.834,2151.269,2080.256,1.05,0.674
"WBGene00014962","WBGene00014962","unk",4.219,2.348,2.746,0,-2.494,0.674
"MIMAT0032827","MIMAT0032827","miRNA",4.219,2.348,2.746,0,-2.494,0.674
"WBGene00011097","nhr-206","unk",2.531,0.783,4.119,3.187,2.209,0.675
"WBGene00003071","lrp-1","unk",37.969,25.824,32.949,46.747,1.256,0.675
"WBGene00000892","cyn-16","CSR",236.252,237.893,221.03,210.363,-1.1,0.675
"WBGene00013382","gcl-1","CSR",17.719,34.432,17.847,21.249,-1.333,0.675
"WBGene00003939","pax-3","unk",0.844,7.043,1.373,2.125,-2.243,0.675
"WBGene00000373","cyp-14A5","unk",0,0,0,2.125,7.2,NA
"WBGene00000651","col-75","unk",0,0,0,2.125,7.2,NA
"WBGene00001210","egl-46","unk",0,0,0,2.125,7.2,NA
"WBGene00001477","fmo-2","unk",0,0,0,2.125,7.2,NA
"WBGene00001954","hlh-10","unk",0,0,0,2.125,7.2,NA
"WBGene00002051","ifa-3","unk",0,0,0,2.125,7.2,NA
"WBGene00003278","mir-50","unk",0,0,0,2.125,7.2,NA
"WBGene00003608","nhr-9","unk",0,0,0,2.125,7.2,NA
"WBGene00003739","nlp-1","unk",0,0,0,2.125,7.2,NA
"WBGene00004176","pqn-97","unk",0,0,0,2.125,7.2,NA
"WBGene00004310","ras-1","ALG",0,0,0,2.125,7.2,NA
"WBGene00004907","snf-8","unk",0,0,0,2.125,7.2,NA
"WBGene00005031","sra-5","unk",0,0,0,2.125,7.2,NA
"WBGene00005112","srd-34","unk",0,0,0,2.125,7.2,NA
"WBGene00005160","srg-2","unk",0,0,0,2.125,7.2,NA
"WBGene00005202","srg-45","unk",0,0,0,2.125,7.2,NA
"WBGene00005250","srh-27","unk",0,0,0,2.125,7.2,NA
"WBGene00005276","srh-53","unk",0,0,0,2.125,7.2,NA
"WBGene00005669","sru-6","unk",0,0,0,2.125,7.2,NA
"WBGene00005764","srw-17","unk",0,0,0,2.125,7.2,NA
"WBGene00005833","srw-86","unk",0,0,0,2.125,7.2,NA
"WBGene00005867","srw-120","unk",0,0,0,2.125,7.2,NA
"WBGene00006093","str-27","unk",0,0,0,2.125,7.2,NA
"WBGene00006146","str-87","unk",0,0,0,2.125,7.2,NA
"WBGene00006236","str-200","unk",0,0,0,2.125,7.2,NA
"WBGene00006598","tor-2","unk",0,0,0,2.125,7.2,NA
"WBGene00008022","lgc-41","unk",0,0,0,2.125,7.2,NA
"WBGene00008357","nspc-16","unk",0,0,0,2.125,7.2,NA
"WBGene00008359","nspc-17","unk",0,0,0,2.125,7.2,NA
"WBGene00008396","WBGene00008396","unk",0,0,0,2.125,7.2,NA
"WBGene00008914","WBGene00008914","unk",0,0,0,2.125,7.2,NA
"WBGene00009486","WBGene00009486","unk",0,0,0,2.125,7.2,NA
"WBGene00009533","WBGene00009533","unk",0,0,0,2.125,7.2,NA
"WBGene00009759","ttr-12","ALG",0,0,0,2.125,7.2,NA
"WBGene00009916","WBGene00009916","unk",0,0,0,2.125,7.2,NA
"WBGene00009964","fip-6","unk",0,0,0,2.125,7.2,NA
"WBGene00010180","nhr-192","unk",0,0,0,2.125,7.2,NA
"WBGene00010799","chil-12","unk",0,0,0,2.125,7.2,NA
"WBGene00010832","WBGene00010832","unk",0,0,0,2.125,7.2,NA
"WBGene00010862","WBGene00010862","unk",0,0,0,2.125,7.2,NA
"WBGene00010991","WBGene00010991","ALG",0,0,0,2.125,7.2,NA
"WBGene00011235","suro-1","CSR",0,0,0,2.125,7.2,NA
"WBGene00011419","WBGene00011419","unk",0,0,0,2.125,7.2,NA
"WBGene00011483","WBGene00011483","unk",0,0,0,2.125,7.2,NA
"WBGene00011620","WBGene00011620","unk",0,0,0,2.125,7.2,NA
"WBGene00011654","oac-44","unk",0,0,0,2.125,7.2,NA
"WBGene00011851","clec-23","unk",0,0,0,2.125,7.2,NA
"WBGene00012335","WBGene00012335","unk",0,0,0,2.125,7.2,NA
"WBGene00012608","hphd-1","ALG",0,0,0,2.125,7.2,NA
"WBGene00012837","WBGene00012837","unk",0,0,0,2.125,7.2,NA
"WBGene00013148","WBGene00013148","ALG",0,0,0,2.125,7.2,NA
"WBGene00013293","WBGene00013293","unk",0,0,0,2.125,7.2,NA
"WBGene00014194","WBGene00014194","unk",0,0,0,2.125,7.2,NA
"WBGene00014754","WBGene00014754","unk",0,0,0,2.125,7.2,NA
"WBGene00015628","best-6","ALG",0,0,0,2.125,7.2,NA
"WBGene00015736","srsx-11","unk",0,0,0,2.125,7.2,NA
"WBGene00016296","fbxc-16","unk",0,0,0,2.125,7.2,NA
"WBGene00016852","srt-7","unk",0,0,0,2.125,7.2,NA
"WBGene00017094","WBGene00017094","unk",0,0,0,2.125,7.2,NA
"WBGene00017379","WBGene00017379","unk",0,0,0,2.125,7.2,NA
"WBGene00017481","WBGene00017481","ALG",0,0,0,2.125,7.2,NA
"WBGene00017693","flp-23","unk",0,0,0,2.125,7.2,NA
"WBGene00017718","WBGene00017718","unk",0,0,0,2.125,7.2,NA
"WBGene00018053","srbc-3","unk",0,0,0,2.125,7.2,NA
"WBGene00018155","WBGene00018155","unk",0,0,0,2.125,7.2,NA
"WBGene00018379","WBGene00018379","unk",0,0,0,2.125,7.2,NA
"WBGene00018526","WBGene00018526","unk",0,0,0,2.125,7.2,NA
"WBGene00018631","WBGene00018631","unk",0,0,0,2.125,7.2,NA
"WBGene00019027","srb-12","unk",0,0,0,2.125,7.2,NA
"WBGene00019083","WBGene00019083","unk",0,0,0,2.125,7.2,NA
"WBGene00019228","WBGene00019228","unk",0,0,0,2.125,7.2,NA
"WBGene00019297","WBGene00019297","unk",0,0,0,2.125,7.2,NA
"WBGene00019383","WBGene00019383","unk",0,0,0,2.125,7.2,NA
"WBGene00019646","WBGene00019646","unk",0,0,0,2.125,7.2,NA
"WBGene00019819","aass-1","ALG",0,0,0,2.125,7.2,NA
"WBGene00019851","oac-41","unk",0,0,0,2.125,7.2,NA
"WBGene00019954","WBGene00019954","unk",0,0,0,2.125,7.2,NA
"WBGene00020049","ttr-8","unk",0,0,0,2.125,7.2,NA
"WBGene00020645","WBGene00020645","unk",0,0,0,2.125,7.2,NA
"WBGene00020656","WBGene00020656","unk",0,0,0,2.125,7.2,NA
"WBGene00021142","clec-133","unk",0,0,0,2.125,7.2,NA
"WBGene00021621","WBGene00021621","unk",0,0,0,2.125,7.2,NA
"WBGene00021980","glb-32","unk",0,0,0,2.125,7.2,NA
"WBGene00022662","WBGene00022662","unk",0,0,0,2.125,7.2,NA
"WBGene00022665","WBGene00022665","unk",0,0,0,2.125,7.2,NA
"WBGene00023235","WBGene00023235","unk",0,0,0,2.125,7.2,NA
"WBGene00023440","WBGene00023440","unk",0,0,0,2.125,7.2,NA
"WBGene00044458","WBGene00044458","unk",0,0,0,2.125,7.2,NA
"WBGene00044538","WBGene00044538","unk",0,0,0,2.125,7.2,NA
"WBGene00044724","WBGene00044724","unk",0,0,0,2.125,7.2,NA
"WBGene00044801","WBGene00044801","unk",0,0,0,2.125,7.2,NA
"WBGene00044802","WBGene00044802","unk",0,0,0,2.125,7.2,NA
"WBGene00045087","WBGene00045087","unk",0,0,0,2.125,7.2,NA
"WBGene00045273","WBGene00045273","unk",0,0,0,2.125,7.2,NA
"WBGene00045332","WBGene00045332","unk",0,0,0,2.125,7.2,NA
"WBGene00045473","WBGene00045473","unk",0,0,0,2.125,7.2,NA
"WBGene00077456","WBGene00077456","unk",0,0,0,2.125,7.2,NA
"WBGene00077575","WBGene00077575","unk",0,0,0,2.125,7.2,NA
"WBGene00077764","WBGene00077764","unk",0,0,0,2.125,7.2,NA
"WBGene00165172","Y105C5A.523","piRNA",0,0,0,2.125,7.2,NA
"WBGene00168862","Y105C5A.795","piRNA",0,0,0,2.125,7.2,NA
"WBGene00169825","Y105C5B.994","piRNA",0,0,0,2.125,7.2,NA
"WBGene00170206","Y17G9B.10","piRNA",0,0,0,2.125,7.2,NA
"WBGene00194684","WBGene00194684","unk",0,0,0,2.125,7.2,NA
"WBGene00194702","WBGene00194702","unk",0,0,0,2.125,7.2,NA
"WBGene00194833","WBGene00194833","unk",0,0,0,2.125,7.2,NA
"WBGene00194916","WBGene00194916","unk",0,0,0,2.125,7.2,NA
"WBGene00194935","WBGene00194935","unk",0,0,0,2.125,7.2,NA
"WBGene00194985","WBGene00194985","unk",0,0,0,2.125,7.2,NA
"WBGene00195422","WBGene00195422","unk",0,0,0,2.125,7.2,NA
"WBGene00195423","WBGene00195423","unk",0,0,0,2.125,7.2,NA
"WBGene00195467","WBGene00195467","unk",0,0,0,2.125,7.2,NA
"WBGene00195859","WBGene00195859","unk",0,0,0,2.125,7.2,NA
"WBGene00196045","WBGene00196045","unk",0,0,0,2.125,7.2,NA
"WBGene00196070","WBGene00196070","unk",0,0,0,2.125,7.2,NA
"WBGene00196270","WBGene00196270","unk",0,0,0,2.125,7.2,NA
"WBGene00196370","WBGene00196370","unk",0,0,0,2.125,7.2,NA
"WBGene00196381","WBGene00196381","unk",0,0,0,2.125,7.2,NA
"WBGene00196470","WBGene00196470","unk",0,0,0,2.125,7.2,NA
"WBGene00196606","WBGene00196606","unk",0,0,0,2.125,7.2,NA
"WBGene00196748","WBGene00196748","unk",0,0,0,2.125,7.2,NA
"WBGene00196813","WBGene00196813","unk",0,0,0,2.125,7.2,NA
"WBGene00196974","WBGene00196974","unk",0,0,0,2.125,7.2,NA
"WBGene00196977","WBGene00196977","unk",0,0,0,2.125,7.2,NA
"WBGene00196993","WBGene00196993","unk",0,0,0,2.125,7.2,NA
"WBGene00197287","WBGene00197287","unk",0,0,0,2.125,7.2,NA
"WBGene00197557","WBGene00197557","unk",0,0,0,2.125,7.2,NA
"WBGene00197587","WBGene00197587","unk",0,0,0,2.125,7.2,NA
"WBGene00197594","WBGene00197594","unk",0,0,0,2.125,7.2,NA
"WBGene00198047","WBGene00198047","unk",0,0,0,2.125,7.2,NA
"WBGene00198115","WBGene00198115","unk",0,0,0,2.125,7.2,NA
"WBGene00198167","WBGene00198167","unk",0,0,0,2.125,7.2,NA
"WBGene00198564","WBGene00198564","unk",0,0,0,2.125,7.2,NA
"WBGene00199017","WBGene00199017","unk",0,0,0,2.125,7.2,NA
"WBGene00199024","WBGene00199024","unk",0,0,0,2.125,7.2,NA
"WBGene00199174","WBGene00199174","unk",0,0,0,2.125,7.2,NA
"WBGene00199191","WBGene00199191","unk",0,0,0,2.125,7.2,NA
"WBGene00200029","WBGene00200029","unk",0,0,0,2.125,7.2,NA
"WBGene00200597","WBGene00200597","unk",0,0,0,2.125,7.2,NA
"WBGene00200607","WBGene00200607","unk",0,0,0,2.125,7.2,NA
"WBGene00200733","WBGene00200733","unk",0,0,0,2.125,7.2,NA
"WBGene00200737","WBGene00200737","unk",0,0,0,2.125,7.2,NA
"WBGene00200916","WBGene00200916","unk",0,0,0,2.125,7.2,NA
"WBGene00200925","WBGene00200925","unk",0,0,0,2.125,7.2,NA
"WBGene00201111","WBGene00201111","unk",0,0,0,2.125,7.2,NA
"WBGene00201224","WBGene00201224","unk",0,0,0,2.125,7.2,NA
"WBGene00201333","WBGene00201333","unk",0,0,0,2.125,7.2,NA
"WBGene00201372","WBGene00201372","unk",0,0,0,2.125,7.2,NA
"WBGene00201440","WBGene00201440","unk",0,0,0,2.125,7.2,NA
"WBGene00201620","WBGene00201620","unk",0,0,0,2.125,7.2,NA
"WBGene00201867","WBGene00201867","unk",0,0,0,2.125,7.2,NA
"WBGene00202113","WBGene00202113","unk",0,0,0,2.125,7.2,NA
"WBGene00202163","WBGene00202163","unk",0,0,0,2.125,7.2,NA
"WBGene00202274","WBGene00202274","unk",0,0,0,2.125,7.2,NA
"WBGene00202349","WBGene00202349","unk",0,0,0,2.125,7.2,NA
"WBGene00206534","WBGene00206534","unk",0,0,0,2.125,7.2,NA
"WBGene00219262","mir-4930","unk",0,0,0,2.125,7.2,NA
"WBGene00219635","linc-51","unk",0,0,0,2.125,7.2,NA
"WBGene00219812","WBGene00219812","unk",0,0,0,2.125,7.2,NA
